Time[s], x[px], y[px], phi[deg], delta_left, delta_right, omega_left, omega_right, rule_number, desired_course, course_error, rule, server_status, agent_status,turn_time, d_orientation, damaged,
0.028543, 142, 281, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.0597822, 142, 281, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.097034, 143, 282, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.128244, 127, 252, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.159075, 143, 282, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.196687, 143, 282, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.228578, 143, 282, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.259523, 142, 281, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.294755, 142, 281, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.328845, 143, 282, -33.7537, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.365673, 142, 281, -37.4376, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.401577, 143, 281, -37.4376, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.42945, 143, 282, -37.4376, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.461789, 143, 281, -37.4376, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.499049, 143, 281, -37.4376, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.534312, 142, 281, -36.0364, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.56008, 143, 281, -36.0364, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.598268, 142, 281, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.654497, 143, 281, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.682614, 143, 281, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.703868, 143, 281, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.734913, 143, 282, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.767501, 143, 281, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.799251, 143, 282, -36.0283, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.8432, 142, 281, -36.7857, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.88375, 143, 281, -36.7857, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.903436, 143, 281, -36.7857, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.928218, 143, 281, -36.7857, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
0.960419, 143, 281, -36.7857, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 
