Time[s], x[px], y[px], phi[deg], delta_left, delta_right, omega_left, omega_right
0.0368129, 273, 263, 6.70986, 0, 0, 0, 0
0.0720953, 273, 263, 6.70986, 0, 0, 0, 0
0.111076, 273, 263, 6.70986, 0, 0, 0, 0
0.135525, 273, 263, 6.70986, 0, 0, 0, 0
0.175702, 273, 262, 8.91496, 0, 0, 0, 0
0.204185, 273, 263, 7.66683, 0, 0, 0, 0
0.234215, 273, 263, 7.81532, 0, 0, 0, 0
0.271528, 273, 263, 7.81532, 0, 0, 0, 0
0.302882, 273, 263, 7.81532, 0, 0, 0, 0
0.337455, 273, 263, 7.81532, 0, 0, 0, 0
0.372584, 273, 263, 7.81532, 0, 0, 0, 0
0.404118, 273, 263, 7.81532, 0, 0, 0, 0
0.435661, 273, 263, 7.81532, 0, 0, 0, 0
0.471927, 273, 263, 7.81532, 0, 0, 0, 0
0.503067, 273, 263, 7.81532, 0, 0, 0, 0
0.535712, 273, 263, 8.91496, 0, 0, 0, 0
0.573109, 273, 263, 8.91496, 0, 0, 0, 0
0.606203, 273, 263, 9.09031, 0, 0, 0, 0
0.639998, 273, 263, 9.09031, 0, 0, 0, 0
0.675937, 273, 263, 8.91496, 0, 0, 0, 0
0.706496, 273, 263, 8.91496, 0, 0, 0, 0
0.738104, 273, 263, 8.91496, 0, 0, 0, 0
0.772187, 272, 263, 8.7462, 0, 0, 0, 0
0.805848, 272, 263, 8.91496, 0, 0, 0, 0
0.841979, 273, 263, 9.09031, 0, 0, 0, 0
0.877449, 272, 263, 8.91496, 0, 0, 0, 0
0.903625, 272, 263, 10.008, 0, 0, 0, 0
0.93687, 272, 263, 10.008, 0, 0, 0, 0
0.974327, 272, 263, 10.008, 0, 0, 0, 0
1.00439, 272, 264, 8.91496, 0, 0, 0, 0
1.03592, 272, 264, 8.91496, 0, 0, 0, 0
1.07395, 272, 264, 8.91496, 0, 0, 0, 0
1.10562, 272, 264, 8.91496, 0, 0, 0, 0
1.1359, 272, 264, 8.91496, 0, 0, 0, 0
1.17785, 272, 264, 8.91496, 0, 0, 0, 0
1.20857, 272, 264, 8.91496, 0, 0, 0, 0
1.23951, 272, 264, 8.91496, 0, 0, 0, 0
1.27644, 272, 264, 8.91496, 0, 0, 0, 0
1.30785, 272, 264, 8.91496, 0, 0, 0, 0
1.33874, 272, 263, 10.008, 0, 0, 0, 0
1.37215, 272, 264, 10.008, 0, 0, 0, 0
1.40241, 272, 263, 11.0938, 0, 0, 0, 0
1.43677, 272, 263, 11.0938, 0, 0, 0, 0
1.4741, 272, 263, 11.0938, 0, 0, 0, 0
1.50405, 272, 263, 11.0938, 0, 0, 0, 0
1.53929, 272, 263, 11.0938, 0, 0, 0, 0
1.57688, 272, 263, 11.0938, 0, 0, 0, 0
1.60941, 272, 263, 11.0938, 0, 0, 0, 0
1.63444, 272, 264, 10.008, 0, 0, 0, 0
1.67019, 272, 264, 10.204, 0, 0, 0, 0
1.70187, 272, 264, 10.204, 0, 0, 0, 0
1.73566, 272, 264, 10.204, 0, 0, 0, 0
1.77051, 272, 264, 10.204, 0, 0, 0, 0
1.80194, 272, 264, 10.204, 0, 0, 0, 0
1.83441, 272, 264, 10.204, 0, 0, 0, 0
1.86963, 272, 264, 11.31, 0, 0, 0, 0
1.90454, 272, 264, 11.31, 0, 0, 0, 0
1.93677, 272, 264, 11.31, 0, 0, 0, 0
1.97252, 272, 264, 11.31, 0, 0, 0, 0
2.00641, 272, 264, 11.31, 0, 0, 0, 0
2.03737, 272, 264, 11.31, 0, 0, 0, 0
2.07812, 272, 264, 11.31, 0, 0, 0, 0
2.10345, 272, 264, 11.31, 0, 0, 0, 0
2.14148, 272, 264, 11.31, 0, 0, 0, 0
2.17608, 272, 264, 11.31, 0, 0, 0, 0
2.20839, 272, 264, 11.31, 0, 0, 0, 0
2.23665, 271, 264, 11.0938, 0, 0, 0, 0
2.27297, 272, 264, 11.31, 0, 0, 0, 0
2.30728, 272, 264, 11.31, 0, 0, 0, 0
2.34209, 271, 265, 10.008, 0, 0, 0, 0
2.37597, 271, 265, 11.0938, 0, 0, 0, 0
2.40475, 271, 265, 11.0938, 0, 0, 0, 0
2.43821, 271, 265, 11.0938, 0, 0, 0, 0
2.47442, 271, 265, 11.0938, 0, 0, 0, 0
2.50404, 271, 265, 11.0938, 0, 0, 0, 0
2.53674, 271, 265, 11.0938, 0, 0, 0, 0
2.57336, 271, 265, 11.0938, 0, 0, 0, 0
2.60377, 271, 265, 11.0938, 0, 0, 0, 0
2.63958, 271, 265, 11.31, 0, 0, 0, 0
2.67487, 271, 265, 11.31, 0, 0, 0, 0
2.70173, 271, 265, 11.31, 0, 0, 0, 0
2.73916, 271, 265, 11.31, 0, 0, 0, 0
2.77423, 271, 265, 11.31, 0, 0, 0, 0
2.80234, 271, 265, 12.4075, 0, 0, 0, 0
2.83598, 271, 265, 12.4075, 0, 0, 0, 0
2.87196, 271, 265, 12.4075, 0, 0, 0, 0
2.90415, 271, 265, 12.1715, 0, 0, 0, 0
2.93974, 271, 265, 12.1715, 0, 0, 0, 0
2.97404, 271, 265, 12.4075, 0, 0, 0, 0
3.00225, 271, 265, 12.4075, 0, 0, 0, 0
3.03864, 271, 265, 12.4075, 0, 0, 0, 0
3.07485, 271, 265, 12.4075, 0, 0, 0, 0
3.10447, 271, 265, 12.4075, 0, 0, 0, 0
3.13613, 271, 265, 12.4075, 0, 0, 0, 0
3.17406, 271, 265, 12.4075, 0, 0, 0, 0
3.20618, 271, 265, 12.4075, 0, 0, 0, 0
3.23833, 271, 265, 12.4075, 0, 0, 0, 0
3.27628, 271, 265, 12.4075, 0, 0, 0, 0
3.30253, 271, 265, 12.4075, 0, 0, 0, 0
3.33827, 271, 265, 12.4075, 0, 0, 0, 0
3.3744, 271, 265, 12.4075, 0, 0, 0, 0
3.40863, 270, 265, 12.1715, 0, 0, 0, 0
3.43788, 270, 265, 12.1715, 0, 0, 0, 0
3.472, 270, 265, 12.1715, 0, 0, 0, 0
3.50657, 270, 265, 13.2406, 0, 0, 0, 0
3.53931, 270, 265, 13.2406, 0, 0, 0, 0
3.57852, 270, 265, 13.2406, 0, 0, 0, 0
3.60503, 270, 265, 13.2406, 0, 0, 0, 0
3.64008, 270, 265, 13.4958, 0, 0, 0, 0
3.675, 270, 266, 12.1715, 0, 0, 0, 0
3.70342, 270, 265, 13.2406, 0, 0, 0, 0
3.73344, 270, 265, 13.4958, 0, 0, 0, 0
3.77123, 270, 266, 13.2406, 0, 0, 0, 0
3.80288, 270, 266, 13.4958, 0, 0, 0, 0
3.83401, 270, 266, 13.2406, 0, 0, 0, 0
3.87682, 270, 266, 13.2406, 0, 0, 0, 0
3.90986, 270, 266, 13.2406, 0, 0, 0, 0
3.93737, 270, 266, 13.2406, 0, 0, 0, 0
3.97569, 270, 266, 13.2406, 0, 0, 0, 0
4.00766, 270, 266, 13.2406, 0, 0, 0, 0
4.03449, 270, 266, 13.2406, 0, 0, 0, 0
4.07387, 270, 266, 13.4958, 0, 0, 0, 0
4.10595, 270, 266, 13.4958, 0, 0, 0, 0
4.13741, 270, 266, 13.4958, 0, 0, 0, 0
4.17682, 270, 266, 13.4958, 0, 0, 0, 0
4.20573, 270, 266, 13.4958, 0, 0, 0, 0
4.23811, 270, 266, 13.4958, 0, 0, 0, 0
4.27572, 270, 266, 13.4958, 0, 0, 0, 0
4.30542, 270, 266, 13.4958, 0, 0, 0, 0
4.33636, 270, 266, 13.4958, 0, 0, 0, 0
4.37352, 270, 266, 13.4958, 0, 0, 0, 0
4.40626, 270, 266, 13.4958, 0, 0, 0, 0
4.43915, 270, 266, 14.5743, 0, 0, 0, 0
4.47456, 270, 266, 14.5743, 0, 0, 0, 0
4.50624, 270, 266, 13.4958, 0, 0, 0, 0
4.53892, 270, 266, 14.5743, 0, 0, 0, 0
4.57467, 270, 266, 14.5743, 0, 0, 0, 0
4.60189, 270, 266, 14.5743, 0, 0, 0, 0
4.63491, 270, 266, 14.5743, 0, 0, 0, 0
4.6706, 270, 266, 14.5743, 0, 0, 0, 0
4.70645, 270, 266, 14.5743, 0, 0, 0, 0
4.74176, 270, 266, 14.5743, 0, 0, 0, 0
4.77636, 270, 266, 14.5743, 0, 0, 0, 0
4.80287, 269, 266, 14.3003, 0, 0, 0, 0
4.84021, 269, 266, 14.3003, 0, 0, 0, 0
4.87434, 269, 266, 14.5743, 0, 0, 0, 0
4.90375, 269, 266, 14.5743, 0, 0, 0, 0
4.9342, 269, 266, 14.5743, 0, 0, 0, 0
4.9707, 269, 266, 14.5743, 0, 0, 0, 0
5.01071, 269, 266, 15.6423, 0, 0, 0, 0
5.03355, 269, 266, 15.6423, 0, 0, 0, 0
5.07154, 269, 266, 15.6423, 0, 0, 0, 0
5.10295, 269, 267, 14.5743, 0, 0, 0, 0
5.13492, 269, 267, 14.3003, 0, 0, 0, 0
5.17672, 269, 267, 14.5743, 0, 0, 0, 0
5.20453, 269, 267, 14.5743, 0, 0, 0, 0
5.23628, 269, 267, 14.5743, 0, 0, 0, 0
5.27167, 269, 267, 14.5743, 0, 0, 0, 0
5.30506, 269, 267, 14.5743, 0, 0, 0, 0
5.33435, 269, 267, 14.5743, 0, 0, 0, 0
5.37614, 269, 267, 14.5743, 0, 0, 0, 0
5.40458, 269, 267, 14.5743, 0, 0, 0, 0
5.43756, 269, 267, 14.5743, 0, 0, 0, 0
5.47462, 269, 267, 14.5743, 0, 0, 0, 0
5.51138, 269, 267, 14.5743, 0, 0, 0, 0
5.53587, 269, 267, 14.5743, 0, 0, 0, 0
5.57381, 269, 267, 14.5743, 0, 0, 0, 0
5.6059, 269, 267, 14.5743, 0, 0, 0, 0
5.63401, 269, 267, 14.5743, 0, 0, 0, 0
5.67133, 269, 267, 14.5743, 0, 0, 0, 0
5.70402, 269, 267, 14.5743, 0, 0, 0, 0
5.73527, 269, 267, 14.5743, 0, 0, 0, 0
5.77435, 269, 267, 14.5743, 0, 0, 0, 0
5.80155, 269, 267, 15.6423, 0, 0, 0, 0
5.83351, 269, 267, 15.6423, 0, 0, 0, 0
5.87409, 269, 267, 15.6423, 0, 0, 0, 0
5.90151, 269, 267, 15.6423, 0, 0, 0, 0
5.93384, 269, 268, 14.8587, 0, 0, 0, 0
5.9766, 269, 268, 14.8587, 0, 0, 0, 0
6.00524, 269, 267, 15.9455, 0, 0, 0, 0
6.03828, 269, 267, 15.9455, 0, 0, 0, 0
6.07416, 269, 267, 15.9455, 0, 0, 0, 0
6.10797, 269, 267, 15.9455, 0, 0, 0, 0
6.13429, 269, 267, 15.9455, 0, 0, 0, 0
6.17364, 269, 267, 15.9455, 0, 0, 0, 0
6.20437, 269, 267, 15.9455, 0, 0, 0, 0
6.24034, 269, 267, 15.9455, 0, 0, 0, 0
6.2761, 269, 267, 15.9455, 0, 0, 0, 0
6.30426, 269, 267, 15.9455, 0, 0, 0, 0
6.3378, 268, 267, 16.6993, 0, 0, 0, 0
6.3755, 268, 268, 15.6423, 0, 0, 0, 0
6.40341, 268, 268, 14.5743, 0, 0, 0, 0
6.43616, 268, 268, 15.6423, 0, 0, 0, 0
6.47354, 268, 268, 15.6423, 0, 0, 0, 0
6.50639, 268, 268, 15.6423, 0, 0, 0, 0
6.54208, 268, 268, 15.6423, 0, 0, 0, 0
6.57139, 268, 268, 15.9455, 0, 0, 0, 0
6.60506, 268, 268, 16.6993, 0, 0, 0, 0
6.63737, 268, 268, 15.6423, 0, 0, 0, 0
6.67603, 268, 268, 15.6423, 0, 0, 0, 0
6.70337, 268, 268, 15.6423, 0, 0, 0, 0
6.73574, 268, 268, 15.6423, 0, 0, 0, 0
6.77032, 268, 268, 15.6423, 0, 0, 0, 0
6.80361, 268, 268, 15.6423, 0, 0, 0, 0
6.8425, 268, 268, 15.6423, 0, 0, 0, 0
6.87548, 268, 268, 15.6423, 0, 0, 0, 0
6.9039, 268, 268, 15.6423, 0, 0, 0, 0
6.93952, 268, 268, 15.6423, 0, 0, 0, 0
6.97422, 268, 268, 16.6993, 0, 0, 0, 0
7.0078, 268, 269, 15.6423, 0, 0, 0, 0
7.03612, 268, 268, 16.6993, 0, 0, 0, 0
7.07177, 268, 268, 16.6993, 0, 0, 0, 0
7.10812, 268, 268, 16.6993, 0, 0, 0, 0
7.13434, 268, 268, 16.6993, 0, 0, 0, 0
7.17527, 268, 268, 16.6993, 0, 0, 0, 0
7.20339, 268, 269, 15.6423, 0, 0, 0, 0
7.23654, 268, 269, 15.9455, 0, 0, 0, 0
7.27526, 268, 269, 17.0206, 0, 0, 0, 0
7.31063, 268, 269, 15.6423, 0, 0, 0, 0
7.33545, 268, 269, 15.6423, 0, 0, 0, 0
7.37519, 268, 269, 17.0206, 0, 0, 0, 0
7.40877, 268, 269, 17.0206, 0, 0, 0, 0
7.43757, 268, 269, 17.0206, 0, 0, 0, 0
7.4781, 268, 269, 17.0206, 0, 0, 0, 0
7.50375, 268, 269, 15.9455, 0, 0, 0, 0
7.53401, 268, 269, 15.9455, 0, 0, 0, 0
7.57672, 268, 269, 17.0206, 0, 0, 0, 0
7.60578, 268, 269, 17.0206, 0, 0, 0, 0
7.63878, 268, 269, 17.0206, 0, 0, 0, 0
7.67234, 268, 269, 17.0206, 0, 0, 0, 0
7.70694, 268, 269, 17.0206, 0, 0, 0, 0
7.7336, 268, 269, 17.0206, 0, 0, 0, 0
7.77889, 268, 269, 17.0206, 0, 0, 0, 0
7.80325, 268, 269, 16.6993, 0, 0, 0, 0
7.83652, 268, 269, 17.0206, 0, 0, 0, 0
7.86927, 268, 269, 17.0206, 0, 0, 0, 0
7.90124, 267, 269, 16.6993, 0, 0, 0, 0
7.93321, 268, 269, 17.0206, 0, 0, 0, 0
7.96927, 268, 269, 17.0206, 0, 0, 0, 0
8.00116, 268, 269, 17.0206, 0, 0, 0, 0
8.03323, 267, 269, 16.6993, 0, 0, 0, 0
8.07358, 267, 269, 16.6993, 0, 0, 0, 0
8.10586, 268, 269, 17.0206, 0, 0, 0, 0
8.13953, 268, 269, 17.0206, 0, 0, 0, 0
8.17684, 267, 269, 16.6993, 0, 0, 0, 0
8.20985, 267, 269, 16.6993, 0, 0, 0, 0
8.23368, 267, 269, 16.6993, 0, 0, 0, 0
8.27266, 267, 269, 16.6993, 0, 0, 0, 0
8.30606, 267, 269, 16.6993, 0, 0, 0, 0
8.33879, 267, 269, 16.6993, 0, 0, 0, 0
8.37775, 267, 269, 16.6993, 0, 0, 0, 0
8.40367, 267, 269, 16.6993, 0, 0, 0, 0
8.43538, 267, 269, 16.6993, 0, 0, 0, 0
8.47557, 267, 269, 16.6993, 0, 0, 0, 0
8.50705, 267, 270, 16.6993, 0, 0, 0, 0
8.53696, 267, 270, 16.6993, 0, 0, 0, 0
8.57175, 267, 269, 17.7447, 0, 0, 0, 0
8.60639, 267, 270, 16.6993, 0, 0, 0, 0
8.63685, 267, 270, 16.6993, 0, 0, 0, 0
8.67211, 267, 270, 17.0206, 0, 0, 0, 0
8.71005, 267, 270, 17.0206, 0, 0, 0, 0
8.73642, 267, 270, 17.0206, 0, 0, 0, 0
8.77471, 267, 270, 17.0206, 0, 0, 0, 0
8.80794, 267, 270, 17.0206, 0, 0, 0, 0
8.83499, 267, 270, 17.0206, 0, 0, 0, 0
8.87043, 267, 270, 17.0206, 0, 0, 0, 0
8.90303, 267, 270, 18.0835, 0, 0, 0, 0
8.93646, 267, 270, 18.0835, 0, 0, 0, 0
8.9778, 267, 270, 18.0835, 0, 0, 0, 0
9.00348, 267, 270, 17.0206, 0, 0, 0, 0
9.03405, 267, 270, 17.0206, 0, 0, 0, 0
9.07584, 267, 270, 17.0206, 0, 0, 0, 0
9.10558, 267, 270, 18.0835, 0, 0, 0, 0
9.14023, 267, 270, 18.0835, 0, 0, 0, 0
9.17746, 267, 270, 18.0835, 0, 0, 0, 0
9.20614, 267, 270, 17.0206, 0, 0, 0, 0
9.23497, 267, 270, 18.0835, 0, 0, 0, 0
9.27856, 267, 270, 18.0835, 0, 0, 0, 0
9.30347, 267, 270, 18.0835, 0, 0, 0, 0
9.33564, 267, 270, 18.0835, 0, 0, 0, 0
9.37556, 267, 270, 18.0835, 0, 0, 0, 0
9.40603, 267, 270, 18.0835, 0, 0, 0, 0
9.43786, 267, 270, 18.0835, 0, 0, 0, 0
9.47196, 267, 270, 18.0835, 0, 0, 0, 0
9.50659, 267, 270, 18.0835, 0, 0, 0, 0
9.53692, 267, 270, 18.0835, 0, 0, 0, 0
9.573, 267, 270, 18.0835, 0, 0, 0, 0
9.60503, 267, 270, 18.0835, 0, 0, 0, 0
9.63803, 267, 270, 18.0835, 0, 0, 0, 0
9.67847, 267, 270, 18.0835, 0, 0, 0, 0
9.70595, 267, 270, 18.0835, 0, 0, 0, 0
9.7347, 267, 270, 18.0835, 0, 0, 0, 0
9.77302, 267, 271, 17.0206, 0, 0, 0, 0
9.80592, 267, 271, 17.0206, 0, 0, 0, 0
9.83467, 266, 271, 16.6993, 0, 0, 0, 0
9.87792, 266, 271, 17.7447, 0, 0, 0, 0
9.90344, 266, 271, 17.7447, 0, 0, 0, 0
9.94271, 266, 271, 16.6993, 0, 0, 0, 0
9.96944, 266, 271, 16.6993, 0, 0, 0, 0
10.0015, 266, 271, 16.6993, 0, 0, 0, 0
10.0376, 266, 271, 16.6993, 0, 0, 0, 0
10.0694, 266, 271, 17.7447, 0, 0, 0, 0
10.1026, 266, 271, 17.7447, 0, 0, 0, 0
10.1467, 266, 271, 17.7447, 0, 0, 0, 0
10.1744, 266, 271, 17.7447, 0, 0, 0, 0
10.204, 266, 271, 17.7447, 0, 0, 0, 0
10.242, 266, 271, 17.7447, 0, 0, 0, 0
10.2735, 267, 271, 18.0835, 0, 0, 0, 0
10.3079, 266, 271, 17.7447, 0, 0, 0, 0
10.3401, 266, 271, 18.0835, 0, 0, 0, 0
10.3717, 266, 271, 18.0835, 0, 0, 0, 0
10.4083, 266, 271, 18.0835, 0, 0, 0, 0
10.4427, 266, 271, 18.0835, 0, 0, 0, 0
10.4739, 266, 271, 18.0835, 0, 0, 0, 0
10.5057, 266, 271, 18.0835, 0, 0, 0, 0
10.5425, 266, 271, 18.0835, 0, 0, 0, 0
10.5702, 266, 271, 18.0835, 0, 0, 0, 0
10.6028, 266, 271, 18.0835, 0, 0, 0, 0
10.638, 266, 271, 18.0835, 0, 0, 0, 0
10.6734, 266, 271, 18.0835, 0, 0, 0, 0
10.7065, 266, 271, 19.1337, 0, 0, 0, 0
10.7389, 266, 271, 19.1337, 0, 0, 0, 0
10.7738, 266, 271, 18.0835, 0, 0, 0, 0
10.8033, 266, 271, 19.1337, 0, 0, 0, 0
10.8391, 266, 271, 19.1337, 0, 0, 0, 0
10.8737, 266, 271, 19.1337, 0, 0, 0, 0
10.9075, 266, 271, 19.1337, 0, 0, 0, 0
10.9392, 266, 271, 19.1337, 0, 0, 0, 0
10.9719, 266, 271, 19.1337, 0, 0, 0, 0
11.0062, 266, 271, 19.1337, 0, 0, 0, 0
11.0421, 266, 271, 19.1337, 0, 0, 0, 0
11.0762, 266, 271, 19.1337, 0, 0, 0, 0
11.1047, 266, 271, 19.1337, 0, 0, 0, 0
11.1413, 266, 271, 19.1337, 0, 0, 0, 0
11.1745, 266, 271, 19.1337, 0, 0, 0, 0
11.2073, 266, 271, 19.5025, 0, 0, 0, 0
11.24, 266, 271, 19.1337, 0, 0, 0, 0
11.2718, 266, 271, 19.1337, 0, 0, 0, 0
11.3062, 266, 272, 18.0835, 0, 0, 0, 0
11.3439, 266, 272, 19.1337, 0, 0, 0, 0
11.3724, 266, 272, 18.0835, 0, 0, 0, 0
11.4049, 266, 272, 19.1337, 0, 0, 0, 0
11.443, 266, 272, 18.0835, 0, 0, 0, 0
11.4743, 266, 272, 19.1337, 0, 0, 0, 0
11.5074, 266, 272, 18.0835, 0, 0, 0, 0
11.5351, 266, 272, 18.0835, 0, 0, 0, 0
11.573, 266, 272, 18.0835, 0, 0, 0, 0
11.603, 266, 272, 19.1337, 0, 0, 0, 0
11.6357, 266, 272, 18.0835, 0, 0, 0, 0
11.6738, 266, 272, 18.0835, 0, 0, 0, 0
11.7071, 266, 272, 18.0835, 0, 0, 0, 0
11.7387, 266, 272, 18.0835, 0, 0, 0, 0
11.7761, 266, 272, 18.0835, 0, 0, 0, 0
11.8076, 266, 272, 18.0835, 0, 0, 0, 0
11.8363, 266, 272, 19.1337, 0, 0, 0, 0
11.8716, 266, 272, 19.5025, 0, 0, 0, 0
11.9081, 266, 272, 19.1337, 0, 0, 0, 0
11.9361, 266, 272, 19.5025, 0, 0, 0, 0
11.9782, 266, 272, 19.5025, 0, 0, 0, 0
12.0021, 266, 272, 19.5025, 0, 0, 0, 0
12.0333, 265, 272, 19.1337, 0, 0, 0, 0
12.0697, 265, 272, 19.1337, 0, 0, 0, 0
12.102, 265, 272, 19.1337, 0, 0, 0, 0
12.1334, 265, 272, 19.1337, 0, 0, 0, 0
12.1722, 265, 272, 19.1337, 0, 0, 0, 0
12.2064, 265, 272, 19.1337, 0, 0, 0, 0
12.2419, 265, 272, 19.1337, 0, 0, 0, 0
12.2753, 265, 272, 19.1337, 0, 0, 0, 0
12.304, 265, 272, 19.1337, 0, 0, 0, 0
12.3381, 265, 272, 19.1337, 0, 0, 0, 0
12.3743, 265, 272, 19.1337, 0, 0, 0, 0
12.4071, 265, 272, 19.1337, 0, 0, 0, 0
12.4381, 265, 272, 19.1337, 0, 0, 0, 0
12.4743, 265, 272, 19.1337, 0, 0, 0, 0
12.5064, 265, 272, 19.1337, 0, 0, 0, 0
12.5357, 265, 272, 19.1337, 0, 0, 0, 0
12.5739, 265, 272, 19.1337, 0, 0, 0, 0
12.605, 265, 272, 19.1337, 0, 0, 0, 0
12.6383, 265, 272, 19.1337, 0, 0, 0, 0
12.6765, 265, 272, 20.1707, 0, 0, 0, 0
12.707, 265, 272, 20.1707, 0, 0, 0, 0
12.7366, 265, 272, 20.1707, 0, 0, 0, 0
12.7717, 265, 272, 20.1707, 0, 0, 0, 0
12.8064, 265, 272, 20.1707, 0, 0, 0, 0
12.8428, 265, 272, 20.1707, 0, 0, 0, 0
12.8727, 265, 272, 20.1707, 0, 0, 0, 0
12.9076, 265, 272, 20.1707, 0, 0, 0, 0
12.9386, 265, 272, 20.5561, 0, 0, 0, 0
12.9736, 265, 273, 19.5025, 0, 0, 0, 0
13.0065, 265, 272, 20.5561, 0, 0, 0, 0
13.038, 265, 272, 21.5954, 0, 0, 0, 0
13.072, 265, 272, 20.5561, 0, 0, 0, 0
13.1067, 265, 272, 20.5561, 0, 0, 0, 0
13.1426, 265, 273, 20.5561, 0, 0, 0, 0
13.1739, 265, 272, 20.5561, 0, 0, 0, 0
13.2048, 265, 273, 20.5561, 0, 0, 0, 0
13.2394, 265, 273, 20.5561, 0, 0, 0, 0
13.2779, 265, 273, 20.5561, 0, 0, 0, 0
13.3033, 265, 273, 20.5561, 0, 0, 0, 0
13.335, 265, 273, 20.5561, 0, 0, 0, 0
13.373, 265, 272, 21.5954, 0, 0, 0, 0
13.4067, 265, 273, 20.5561, 0, 0, 0, 0
13.4391, 265, 272, 21.5954, 0, 0, 0, 0
13.4762, 265, 273, 20.5561, 0, 0, 0, 0
13.5043, 265, 273, 20.5561, 0, 0, 0, 0
13.5383, 265, 273, 20.5561, 0, 0, 0, 0
13.5747, 265, 273, 20.5561, 0, 0, 0, 0
13.6034, 265, 273, 20.5561, 0, 0, 0, 0
13.6348, 265, 273, 20.5561, 0, 0, 0, 0
13.6695, 265, 273, 20.5561, 0, 0, 0, 0
13.7061, 264, 273, 20.1707, 0, 0, 0, 0
13.7395, 264, 273, 20.1707, 0, 0, 0, 0
13.7777, 264, 273, 20.1707, 0, 0, 0, 0
13.8046, 264, 273, 20.1707, 0, 0, 0, 0
13.8406, 264, 273, 20.1707, 0, 0, 0, 0
13.872, 264, 273, 20.1707, 0, 0, 0, 0
13.9033, 264, 273, 20.1707, 0, 0, 0, 0
13.9354, 264, 273, 20.1707, 0, 0, 0, 0
13.9729, 264, 273, 20.1707, 0, 0, 0, 0
14.0044, 264, 273, 20.1707, 0, 0, 0, 0
14.0398, 264, 273, 20.1707, 0, 0, 0, 0
14.0715, 264, 273, 20.1707, 0, 0, 0, 0
14.1014, 264, 273, 20.1707, 0, 0, 0, 0
14.1334, 264, 273, 20.1707, 0, 0, 0, 0
14.1746, 264, 273, 20.1707, 0, 0, 0, 0
14.2023, 264, 273, 20.1707, 0, 0, 0, 0
14.2338, 264, 273, 20.1707, 0, 0, 0, 0
14.2729, 264, 273, 20.1707, 0, 0, 0, 0
14.309, 264, 273, 20.1707, 0, 0, 0, 0
14.3391, 264, 273, 20.1707, 0, 0, 0, 0
14.3757, 264, 273, 20.1707, 0, 0, 0, 0
14.4043, 264, 273, 20.1707, 0, 0, 0, 0
14.4399, 264, 273, 20.1707, 0, 0, 0, 0
14.4739, 264, 273, 20.1707, 0, 0, 0, 0
14.5075, 264, 273, 20.1707, 0, 0, 0, 0
14.5366, 264, 273, 20.1707, 0, 0, 0, 0
14.5751, 264, 273, 20.1707, 0, 0, 0, 0
14.6077, 264, 273, 20.1707, 0, 0, 0, 0
14.6356, 264, 273, 20.1707, 0, 0, 0, 0
14.6728, 264, 273, 21.1941, 0, 0, 0, 0
14.7057, 264, 273, 20.1707, 0, 0, 0, 0
14.7399, 264, 273, 20.1707, 0, 0, 0, 0
14.7739, 264, 273, 21.1941, 0, 0, 0, 0
14.8073, 264, 273, 20.1707, 0, 0, 0, 0
14.8362, 264, 273, 21.5954, 0, 0, 0, 0
14.8773, 264, 273, 21.5954, 0, 0, 0, 0
14.9074, 264, 273, 21.5954, 0, 0, 0, 0
14.9365, 264, 273, 21.5954, 0, 0, 0, 0
14.9762, 264, 273, 21.5954, 0, 0, 0, 0
15.0058, 264, 273, 21.5954, 0, 0, 0, 0
15.0385, 264, 273, 21.5954, 0, 0, 0, 0
15.0766, 264, 273, 21.5954, 0, 0, 0, 0
15.1057, 264, 273, 21.5954, 0, 0, 0, 0
15.1383, 264, 273, 21.5954, 0, 0, 0, 0
15.1765, 264, 273, 21.5954, 0, 0, 0, 0
15.2067, 264, 273, 21.5954, 0, 0, 0, 0
15.2357, 264, 273, 21.5954, 0, 0, 0, 0
15.2749, 264, 273, 21.5954, 0, 0, 0, 0
15.3062, 264, 273, 21.5954, 0, 0, 0, 0
15.3392, 264, 273, 21.5954, 0, 0, 0, 0
15.3774, 264, 274, 20.5561, 0, 0, 0, 0
15.4104, 264, 273, 21.5954, 0, 0, 0, 0
15.4388, 264, 274, 20.5561, 0, 0, 0, 0
15.4756, 264, 273, 21.5954, 0, 0, 0, 0
15.5065, 264, 274, 20.5561, 0, 0, 0, 0
15.5357, 264, 274, 20.5561, 0, 0, 0, 0
15.5747, 264, 273, 21.5954, 0, 0, 0, 0
15.6081, 264, 274, 20.5561, 0, 0, 0, 0
15.6394, 264, 274, 20.5561, 0, 0, 0, 0
15.681, 264, 274, 20.5561, 0, 0, 0, 0
15.7037, 264, 274, 21.5954, 0, 0, 0, 0
15.7371, 264, 274, 21.5954, 0, 0, 0, 0
15.776, 264, 274, 21.5954, 0, 0, 0, 0
15.8084, 263, 274, 21.5954, 0, 0, 0, 0
15.8384, 264, 274, 21.5954, 0, 0, 0, 0
15.8814, 263, 274, 21.5954, 0, 0, 0, 0
15.9026, 263, 274, 21.5954, 0, 0, 0, 0
15.9376, 263, 274, 21.5954, 0, 0, 0, 0
15.9773, 263, 274, 22.62, 0, 0, 0, 0
16.0041, 263, 274, 21.5954, 0, 0, 0, 0
16.0369, 263, 274, 22.62, 0, 0, 0, 0
16.075, 263, 274, 22.62, 0, 0, 0, 0
16.1064, 263, 274, 22.62, 0, 0, 0, 0
