Time[s], x[px], y[px], phi[deg], delta_left, delta_right, omega_left, omega_right
107.671, 312, 334, -94.3991, 0, 10, 12, 30
107.704, 312, 334, -94.3991, 0, 10, 12, 30
107.743, 312, 334, -94.3991, 0, 10, 12, 30
107.766, 312, 334, -94.3991, 0, 10, 12, 30
107.802, 312, 334, -95.3897, 0, 10, 12, 30
107.835, 312, 334, -95.3897, 0, 10, 12, 30
107.865, 312, 334, -95.3897, 0, 10, 12, 30
107.901, 312, 334, -95.3897, 0, 10, 12, 30
107.936, 312, 334, -95.3897, 0, 10, 12, 30
107.968, 312, 333, -95.4927, 0, 10, 12, 30
108.006, 312, 333, -95.4927, 0, 10, 12, 30
108.04, 312, 333, -95.4927, 0, 10, 12, 30
108.067, 312, 333, -95.4927, 0, 10, 12, 30
108.108, 312, 333, -95.4927, 0, 10, 12, 30
108.138, 312, 333, -95.4927, 0, 10, 12, 30
108.166, 312, 333, -95.4927, 0, 10, 12, 30
108.203, 312, 333, -95.4927, 0, 10, 12, 30
108.235, 312, 333, -96.5823, 0, 10, 12, 30
108.27, 311, 333, -95.4927, 0, 10, 12, 30
108.306, 311, 333, -95.3897, 0, 10, 12, 30
108.34, 311, 333, -95.3897, 0, 10, 12, 30
108.368, 311, 333, -95.3897, 0, 10, 12, 30
108.403, 311, 333, -95.3897, 0, 10, 12, 30
108.438, 311, 333, -95.3897, 0, 10, 12, 30
108.47, 311, 332, -95.4927, 0, 10, 12, 30
108.51, 311, 333, -96.4592, 0, 10, 12, 30
108.535, 311, 332, -96.5823, 0, 10, 12, 30
108.571, 311, 332, -96.5823, 0, 10, 12, 30
108.607, 311, 332, -96.5823, 0, 10, 12, 30
108.638, 311, 332, -96.5823, 0, 10, 12, 30
108.668, 311, 332, -96.5823, 0, 10, 12, 30
108.712, 311, 332, -96.5823, 0, 10, 12, 30
108.736, 311, 332, -96.5823, 0, 10, 12, 30
108.767, 311, 332, -97.6672, 0, 10, 12, 30
108.802, 311, 332, -96.4592, 0, 10, 12, 30
108.834, 311, 332, -97.5242, 0, 10, 12, 30
108.869, 311, 332, -97.5242, 0, 10, 12, 30
108.907, 311, 332, -97.5242, 0, 10, 12, 30
108.941, 311, 332, -97.5242, 0, 10, 12, 30
108.968, 311, 331, -97.6672, 0, 10, 12, 30
109.004, 311, 331, -97.6672, 0, 10, 12, 30
109.039, 311, 331, -97.6672, 0, 10, 12, 30
109.072, 311, 331, -97.6672, 0, 10, 12, 30
109.109, 311, 331, -98.7465, 0, 10, 12, 30
109.136, 311, 331, -98.7465, 0, 10, 12, 30
109.169, 311, 331, -98.7465, 0, 10, 12, 30
109.204, 311, 331, -98.7465, 0, 10, 12, 30
109.242, 311, 331, -98.7465, 0, 10, 12, 30
109.27, 311, 331, -98.7465, 0, 10, 12, 30
109.303, 311, 331, -98.7465, 0, 10, 12, 30
109.338, 311, 331, -98.7465, 0, 10, 12, 30
109.37, 311, 331, -98.7465, 0, 10, 12, 30
109.409, 311, 331, -98.7465, 0, 10, 12, 30
109.435, 311, 331, -98.7465, 0, 10, 12, 30
109.467, 311, 330, -98.9153, 0, 10, 12, 30
109.506, 311, 330, -98.9153, 0, 10, 12, 30
109.541, 311, 330, -99.8197, 0, 10, 12, 30
109.565, 311, 330, -99.8197, 0, 10, 12, 30
109.602, 311, 330, -99.8197, 0, 10, 12, 30
109.636, 311, 330, -99.8197, 0, 10, 12, 30
109.665, 311, 330, -99.8197, 0, 10, 12, 30
109.703, 311, 330, -99.8197, 0, 10, 12, 30
109.733, 311, 330, -100.886, 0, 10, 12, 30
109.766, 311, 330, -100.886, 0, 10, 12, 30
109.807, 311, 330, -100.886, 0, 10, 12, 30
109.843, 311, 330, -100.886, 0, 10, 12, 30
109.864, 311, 330, -100.886, 0, 10, 12, 30
109.901, 310, 329, -100.008, 0, 10, 12, 30
109.94, 310, 329, -100.008, 0, 10, 12, 30
109.965, 310, 329, -100.008, 0, 10, 12, 30
110.004, 310, 329, -100.008, 0, 10, 12, 30
110.035, 310, 329, -99.8197, 0, 10, 12, 30
110.07, 310, 329, -99.8197, 0, 10, 12, 30
110.106, 310, 329, -99.8197, 0, 10, 12, 30
110.141, 310, 329, -99.8197, 0, 10, 12, 30
110.17, 310, 329, -99.8197, 0, 10, 12, 30
110.204, 310, 329, -100.886, 0, 10, 12, 30
110.239, 310, 329, -100.886, 0, 10, 12, 30
110.266, 310, 329, -100.886, 0, 10, 12, 30
110.303, 310, 328, -102.172, 0, 10, 12, 30
110.337, 310, 328, -102.172, 0, 10, 12, 30
110.367, 310, 328, -102.172, 0, 10, 12, 30
110.406, 310, 328, -101.094, 0, 10, 12, 30
110.44, 310, 328, -102.172, 0, 10, 12, 30
110.466, 310, 328, -101.094, 0, 10, 12, 30
110.503, 310, 328, -102.172, 0, 10, 12, 30
110.542, 310, 328, -102.172, 0, 10, 12, 30
110.569, 310, 328, -102.172, 0, 10, 12, 30
110.602, 310, 328, -102.172, 0, 10, 12, 30
110.635, 310, 328, -101.945, 0, 10, 12, 30
110.666, 310, 328, -101.945, 0, 10, 12, 30
110.706, 310, 328, -101.945, 0, 10, 12, 30
110.741, 310, 328, -101.945, 0, 10, 12, 30
110.774, 310, 328, -102.995, 0, 10, 12, 30
110.804, 310, 327, -103.241, 0, 10, 12, 30
110.838, 310, 327, -103.241, 0, 10, 12, 30
110.87, 310, 328, -102.995, 0, 10, 12, 30
110.908, 310, 327, -103.241, 0, 10, 12, 30
110.933, 309, 328, -101.945, 0, 10, 12, 30
110.966, 309, 327, -103.241, 0, 10, 12, 30
111.002, 309, 327, -103.241, 0, 10, 12, 30
111.036, 310, 327, -104.301, 0, 10, 12, 30
111.067, 309, 327, -103.241, 0, 10, 12, 30
111.108, 309, 327, -103.241, 0, 10, 12, 30
111.137, 310, 327, -104.301, 0, 10, 12, 30
111.169, 309, 327, -103.241, 0, 10, 12, 30
111.209, 309, 327, -103.241, 0, 10, 12, 30
111.235, 309, 327, -102.995, 0, 10, 12, 30
111.272, 310, 327, -104.037, 0, 10, 12, 30
111.305, 309, 327, -102.995, 0, 10, 12, 30
111.333, 309, 327, -104.037, 0, 10, 12, 30
111.367, 310, 326, -105.351, 0, 10, 12, 30
111.402, 309, 326, -104.301, 0, 10, 12, 30
111.437, 309, 326, -104.301, 0, 10, 12, 30
111.469, 309, 326, -105.351, 0, 10, 12, 30
111.508, 309, 326, -104.301, 0, 10, 12, 30
111.535, 309, 326, -104.301, 0, 10, 12, 30
111.573, 309, 326, -105.351, 0, 10, 12, 30
111.606, 309, 326, -105.351, 0, 10, 12, 30
111.64, 309, 326, -105.351, 0, 10, 12, 30
111.669, 309, 326, -105.351, 0, 10, 12, 30
111.703, 309, 326, -105.351, 0, 10, 12, 30
111.735, 309, 325, -105.643, 0, 10, 12, 30
111.768, 309, 325, -106.39, 0, 10, 12, 30
111.805, 309, 325, -105.643, 0, 10, 12, 30
111.834, 309, 325, -106.39, 0, 10, 12, 30
111.868, 309, 325, -106.39, 0, 10, 12, 30
111.905, 309, 325, -106.39, 0, 10, 12, 30
111.938, 309, 325, -106.39, 0, 10, 12, 30
111.966, 309, 325, -106.39, 0, 10, 12, 30
112.003, 309, 325, -106.39, 0, 10, 12, 30
112.032, 309, 325, -106.39, 0, 10, 12, 30
112.065, 309, 324, -106.7, 0, 10, 12, 30
112.108, 309, 324, -106.7, 0, 10, 12, 30
112.138, 309, 324, -106.7, 0, 10, 12, 30
112.17, 309, 324, -107.745, 0, 10, 12, 30
112.205, 309, 324, -107.745, 0, 10, 12, 30
112.24, 309, 324, -107.745, 0, 10, 12, 30
112.267, 309, 324, -107.745, 0, 10, 12, 30
112.303, 309, 324, -107.745, 0, 10, 12, 30
112.338, 309, 324, -107.745, 0, 10, 12, 30
112.368, 309, 324, -108.778, 0, 10, 12, 30
112.409, 309, 324, -108.435, 0, 10, 12, 30
112.434, 309, 324, -108.435, 0, 10, 12, 30
112.467, 309, 324, -108.435, 0, 10, 12, 30
112.504, 308, 323, -107.745, 0, 10, 12, 30
112.539, 308, 323, -107.745, 0, 10, 12, 30
112.571, 309, 323, -109.799, 0, 10, 12, 30
112.603, 309, 323, -109.799, 0, 10, 12, 30
112.638, 309, 323, -109.799, 0, 10, 12, 30
112.676, 309, 323, -109.799, 0, 10, 12, 30
112.705, 309, 323, -109.799, 0, 10, 12, 30
112.735, 308, 323, -108.778, 0, 10, 12, 30
112.788, 308, 322, -109.134, 0, 10, 12, 30
112.812, 308, 323, -108.778, 0, 10, 12, 30
112.847, 308, 322, -109.134, 0, 10, 12, 30
112.868, 308, 322, -110.171, 0, 10, 12, 30
112.904, 308, 322, -110.171, 0, 10, 12, 30
112.936, 309, 322, -111.194, 0, 10, 12, 30
112.971, 308, 322, -110.171, 0, 10, 12, 30
113.004, 308, 322, -110.171, 0, 10, 12, 30
113.042, 308, 322, -110.171, 0, 10, 12, 30
113.085, 308, 322, -110.807, 0, 10, 12, 30
113.113, 308, 322, -110.807, 0, 10, 12, 30
113.15, 308, 322, -110.807, 0, 10, 12, 30
113.177, 308, 322, -110.807, 0, 10, 12, 30
113.21, 308, 321, -111.194, 0, 10, 12, 30
113.242, 308, 321, -112.204, 0, 10, 12, 30
113.274, 308, 321, -111.194, 0, 10, 12, 30
113.309, 308, 321, -111.194, 0, 10, 12, 30
113.343, 308, 321, -112.204, 0, 10, 12, 30
113.37, 308, 321, -112.204, 0, 10, 12, 30
113.405, 308, 321, -112.204, 0, 10, 12, 30
113.44, 308, 321, -112.204, 0, 10, 12, 30
113.469, 308, 320, -113.63, 0, 10, 12, 30
113.508, 308, 320, -113.63, 0, 10, 12, 30
113.538, 308, 320, -113.63, 0, 10, 12, 30
113.567, 308, 320, -113.63, 0, 10, 12, 30
113.604, 308, 320, -113.63, 0, 10, 12, 30
113.633, 308, 320, -113.63, 0, 10, 12, 30
113.669, 308, 320, -113.63, 0, 10, 12, 30
113.707, 308, 320, -113.63, 0, 10, 12, 30
113.74, 308, 320, -113.63, 0, 10, 12, 30
113.77, 308, 320, -113.63, 0, 10, 12, 30
113.801, 308, 319, -115.084, 0, 10, 12, 30
113.835, 308, 319, -114.624, 0, 10, 12, 30
113.869, 308, 319, -115.084, 0, 10, 12, 30
113.907, 308, 319, -114.624, 0, 10, 12, 30
113.935, 308, 319, -115.084, 0, 10, 12, 30
113.969, 308, 319, -115.084, 0, 10, 12, 30
114.009, 308, 319, -114.624, 0, 10, 12, 30
114.036, 308, 319, -115.603, 0, 10, 12, 30
114.068, 308, 319, -115.603, 0, 10, 12, 30
114.104, 308, 318, -116.076, 0, 10, 12, 30
114.136, 308, 318, -116.076, 0, 10, 12, 30
114.168, 308, 318, -116.076, 0, 10, 12, 30
114.207, 307, 318, -116.076, 0, 10, 12, 30
114.235, 307, 318, -116.076, 0, 10, 12, 30
114.27, 308, 318, -117.051, 0, 10, 12, 30
114.304, 308, 318, -117.051, 0, 10, 12, 30
114.334, 307, 317, -116.565, 0, 10, 12, 30
114.366, 307, 317, -116.565, 0, 10, 12, 30
114.402, 308, 317, -117.553, 0, 10, 12, 30
114.435, 308, 317, -117.553, 0, 10, 12, 30
114.471, 308, 317, -118.524, 0, 10, 12, 30
114.508, 307, 317, -117.553, 0, 10, 12, 30
114.535, 308, 317, -118.524, 0, 10, 12, 30
114.569, 308, 317, -118.524, 0, 10, 12, 30
114.605, 308, 317, -118.524, 0, 10, 12, 30
114.64, 307, 317, -117.051, 0, 10, 12, 30
114.665, 307, 317, -117.553, 0, 10, 12, 30
114.702, 307, 316, -117.553, 0, 10, 12, 30
114.736, 308, 316, -119.055, 0, 10, 12, 30
114.77, 307, 316, -117.553, 0, 10, 12, 30
114.808, 307, 316, -118.524, 0, 10, 12, 30
114.835, 307, 316, -118.524, 0, 10, 12, 30
114.87, 307, 316, -118.524, 0, 10, 12, 30
114.906, 307, 316, -118.524, 0, 10, 12, 30
114.941, 307, 316, -118.524, 0, 10, 12, 30
114.965, 307, 316, -118.524, 0, 10, 12, 30
115.004, 307, 316, -118.524, 0, 10, 12, 30
115.035, 308, 316, -119.476, 0, 10, 12, 30
115.067, 307, 315, -120.019, 0, 10, 12, 30
115.105, 307, 315, -120.019, 0, 10, 12, 30
115.136, 307, 315, -120.019, 0, 10, 12, 30
115.17, 307, 315, -120.019, 0, 10, 12, 30
115.205, 307, 315, -120.019, 0, 10, 12, 30
115.24, 307, 315, -120.019, 0, 10, 12, 30
115.267, 307, 315, -120.019, 0, 10, 12, 30
115.31, 307, 315, -120.019, 0, 10, 12, 30
115.334, 307, 315, -120.964, 0, 10, 12, 30
115.366, 307, 315, -120.964, 0, 10, 12, 30
115.404, 307, 315, -120.964, 0, 10, 12, 30
115.434, 307, 315, -120.964, 0, 10, 12, 30
115.469, 307, 314, -121.535, 0, 10, 12, 30
115.505, 307, 314, -122.472, 0, 10, 12, 30
115.538, 307, 314, -122.472, 0, 10, 12, 30
115.566, 307, 314, -122.472, 0, 10, 12, 30
115.603, 307, 314, -122.472, 0, 10, 12, 30
115.638, 307, 314, -122.472, 0, 10, 12, 30
115.665, 307, 314, -121.891, 0, 10, 12, 30
115.705, 307, 314, -121.891, 0, 10, 12, 30
115.735, 307, 313, -122.472, 0, 10, 12, 30
115.769, 307, 313, -122.472, 0, 10, 12, 30
115.803, 307, 313, -122.472, 0, 10, 12, 30
115.836, 307, 313, -122.472, 0, 10, 12, 30
115.866, 307, 313, -123.389, 0, 10, 12, 30
115.903, 307, 313, -123.389, 0, 10, 12, 30
115.937, 306, 313, -122.472, 0, 10, 12, 30
115.972, 306, 313, -122.472, 0, 10, 12, 30
116.008, 307, 313, -123.389, 0, 10, 12, 30
116.036, 306, 312, -123.071, 0, 10, 12, 30
116.071, 306, 312, -123.071, 0, 10, 12, 30
116.102, 307, 312, -123.997, 0, 10, 12, 30
116.132, 306, 312, -123.997, 0, 10, 12, 30
116.165, 306, 312, -123.997, 0, 10, 12, 30
116.201, 306, 312, -123.997, 0, 10, 12, 30
116.233, 306, 312, -123.997, 0, 10, 12, 30
116.271, 306, 312, -123.997, 0, 10, 12, 30
116.306, 306, 312, -124.903, 0, 10, 12, 30
116.335, 306, 312, -124.903, 0, 10, 12, 30
116.371, 306, 312, -124.903, 0, 10, 12, 30
116.401, 306, 312, -124.903, 0, 10, 12, 30
116.435, 306, 312, -124.903, 0, 10, 12, 30
116.465, 306, 312, -124.903, 0, 10, 12, 30
116.503, 306, 312, -124.903, 0, 10, 12, 30
116.537, 306, 311, -125.538, 0, 10, 12, 30
116.572, 306, 311, -126.431, 0, 10, 12, 30
116.606, 306, 311, -126.431, 0, 10, 12, 30
116.635, 306, 311, -126.431, 0, 10, 12, 30
116.669, 306, 311, -126.431, 0, 10, 12, 30
116.705, 306, 311, -125.789, 0, 10, 12, 30
116.74, 306, 311, -125.789, 0, 10, 12, 30
116.765, 306, 311, -125.789, 0, 10, 12, 30
116.802, 306, 311, -125.789, 0, 10, 12, 30
116.836, 306, 311, -125.789, 0, 10, 12, 30
116.873, 305, 310, -125.538, 0, 10, 12, 30
116.907, 305, 310, -125.538, 0, 10, 12, 30
116.935, 305, 310, -125.538, 0, 10, 12, 30
116.969, 305, 310, -125.538, 0, 10, 12, 30
117.003, 305, 310, -126.431, 0, 10, 12, 30
117.041, 305, 310, -126.431, 0, 10, 12, 30
117.066, 305, 310, -126.431, 0, 10, 12, 30
117.106, 305, 310, -126.431, 0, 10, 12, 30
117.134, 305, 310, -126.431, 0, 10, 12, 30
117.166, 305, 310, -126.431, 0, 10, 12, 30
117.205, 305, 310, -126.431, 0, 10, 12, 30
117.235, 305, 309, -127.093, 0, 10, 12, 30
117.27, 305, 309, -127.093, 0, 10, 12, 30
117.31, 305, 309, -127.093, 0, 10, 12, 30
117.339, 305, 309, -127.093, 0, 10, 12, 30
117.37, 305, 309, -127.304, 0, 10, 12, 30
117.407, 305, 309, -127.093, 0, 10, 12, 30
117.436, 305, 309, -127.304, 0, 10, 12, 30
117.473, 305, 309, -127.304, 0, 10, 12, 30
117.504, 305, 309, -127.304, 0, 10, 12, 30
117.533, 305, 309, -127.304, 0, 10, 12, 30
117.567, 305, 309, -128.158, 0, 10, 12, 30
117.609, 304, 308, -127.972, 0, 10, 12, 30
117.64, 304, 308, -127.972, 0, 10, 12, 30
117.669, 304, 308, -127.972, 0, 10, 12, 30
117.708, 304, 308, -127.972, 0, 10, 12, 30
117.738, 304, 308, -127.972, 0, 10, 12, 30
117.772, 304, 308, -127.972, 0, 10, 12, 30
117.812, 304, 308, -127.972, 0, 10, 12, 30
117.834, 304, 308, -127.972, 0, 10, 12, 30
117.866, 304, 308, -127.972, 0, 10, 12, 30
117.903, 304, 308, -127.972, 0, 10, 12, 30
117.938, 304, 308, -128.83, 0, 10, 12, 30
117.968, 304, 307, -129.523, 0, 10, 12, 30
118.005, 304, 307, -129.523, 0, 10, 12, 30
118.038, 304, 308, -128.83, 0, 10, 12, 30
118.072, 304, 307, -129.523, 0, 10, 12, 30
118.109, 304, 307, -129.523, 0, 10, 12, 30
118.134, 304, 307, -129.523, 0, 10, 12, 30
118.172, 304, 307, -130.365, 0, 10, 12, 30
118.204, 304, 307, -129.523, 0, 10, 12, 30
118.235, 304, 307, -129.523, 0, 10, 12, 30
118.268, 304, 307, -129.523, 0, 10, 12, 30
118.304, 304, 307, -129.523, 0, 10, 12, 30
118.335, 304, 306, -130.237, 0, 10, 12, 30
118.37, 303, 306, -129.523, 0, 10, 12, 30
118.41, 303, 306, -129.523, 0, 10, 12, 30
118.434, 303, 306, -129.523, 0, 10, 12, 30
118.469, 303, 306, -129.523, 0, 10, 12, 30
118.51, 303, 306, -129.523, 0, 10, 12, 30
118.535, 303, 306, -129.523, 0, 10, 12, 30
118.565, 303, 306, -129.523, 0, 10, 12, 30
118.601, 303, 306, -129.523, 0, 10, 12, 30
118.636, 303, 306, -130.365, 0, 10, 12, 30
118.671, 303, 306, -130.365, 0, 10, 12, 30
118.709, 303, 306, -130.365, 0, 10, 12, 30
118.739, 303, 305, -131.082, 0, 10, 12, 30
118.77, 303, 305, -131.082, 0, 10, 12, 30
118.805, 303, 305, -131.082, 0, 10, 12, 30
118.839, 303, 305, -131.082, 0, 10, 12, 30
118.867, 303, 305, -131.906, 0, 10, 12, 30
118.903, 303, 305, -131.906, 0, 10, 12, 30
118.936, 303, 305, -131.906, 0, 10, 12, 30
118.965, 303, 305, -131.906, 0, 10, 12, 30
119.002, 303, 305, -131.906, 0, 10, 12, 30
119.034, 303, 305, -131.906, 0, 10, 12, 30
119.069, 303, 305, -131.906, 0, 10, 12, 30
119.108, 303, 305, -131.906, 0, 10, 12, 30
119.141, 303, 304, -132.647, 0, 10, 12, 30
119.171, 303, 304, -132.647, 0, 10, 12, 30
119.203, 303, 304, -132.647, 0, 10, 12, 30
119.237, 303, 304, -132.647, 0, 10, 12, 30
119.271, 302, 304, -131.821, 0, 10, 12, 30
119.308, 302, 304, -131.821, 0, 10, 12, 30
119.337, 302, 304, -131.821, 0, 10, 12, 30
119.37, 302, 304, -131.821, 0, 10, 12, 30
119.406, 302, 304, -131.082, 0, 10, 12, 30
119.439, 302, 304, -131.082, 0, 10, 12, 30
119.467, 302, 304, -131.906, 0, 10, 12, 30
119.506, 302, 304, -131.906, 0, 10, 12, 30
119.537, 302, 303, -132.647, 0, 10, 12, 30
119.572, 302, 303, -132.647, 0, 10, 12, 30
119.608, 302, 303, -132.647, 0, 10, 12, 30
119.634, 302, 303, -132.647, 0, 10, 12, 30
119.665, 302, 303, -132.647, 0, 10, 12, 30
119.702, 302, 303, -133.452, 0, 10, 12, 30
119.736, 302, 303, -132.647, 0, 10, 12, 30
119.766, 302, 303, -132.647, 0, 10, 12, 30
119.802, 302, 303, -133.452, 0, 10, 12, 30
119.835, 302, 303, -133.452, 0, 10, 12, 30
119.867, 302, 303, -133.452, 0, 10, 12, 30
119.904, 302, 303, -133.452, 0, 10, 12, 30
119.934, 302, 303, -133.452, 0, 10, 12, 30
119.969, 301, 303, -132.647, 0, 10, 12, 30
120.005, 302, 302, -134.216, 0, 10, 12, 30
120.039, 302, 302, -134.216, 0, 10, 12, 30
120.068, 301, 302, -133.409, 0, 10, 12, 30
120.106, 301, 302, -133.409, 0, 10, 12, 30
120.135, 301, 303, -132.647, 0, 10, 12, 30
120.172, 301, 302, -133.409, 0, 10, 12, 30
120.208, 301, 302, -133.409, 0, 10, 12, 30
120.236, 301, 302, -133.409, 0, 10, 12, 30
120.267, 301, 302, -134.216, 0, 10, 12, 30
120.3, 301, 302, -133.452, 0, 10, 12, 30
120.333, 301, 302, -133.452, 0, 10, 12, 30
120.364, 301, 302, -133.452, 0, 10, 12, 30
120.403, 301, 302, -133.452, 0, 10, 12, 30
120.435, 301, 302, -133.452, 0, 10, 12, 30
120.471, 301, 302, -133.452, 0, 10, 12, 30
120.507, 301, 301, -134.216, 0, 10, 12, 30
120.537, 301, 302, -133.452, 0, 10, 12, 30
120.574, 301, 301, -134.216, 0, 10, 12, 30
120.606, 301, 301, -134.216, 0, 10, 12, 30
120.638, 301, 301, -134.216, 0, 10, 12, 30
120.667, 301, 301, -134.216, 0, 10, 12, 30
120.703, 300, 301, -133.409, 0, 10, 12, 30
120.735, 301, 301, -134.216, 0, 10, 12, 30
120.773, 301, 301, -135.001, 0, 10, 12, 30
120.807, 300, 301, -134.216, 0, 10, 12, 30
120.833, 300, 301, -134.216, 0, 10, 12, 30
120.871, 300, 301, -134.216, 0, 10, 12, 30
120.905, 300, 301, -134.216, 0, 10, 12, 30
120.937, 300, 301, -134.216, 0, 10, 12, 30
120.967, 300, 301, -134.216, 0, 10, 12, 30
121.003, 300, 301, -134.216, 0, 10, 12, 30
121.036, 300, 301, -134.216, 0, 10, 12, 30
121.071, 300, 300, -135.001, 0, 10, 12, 30
121.107, 300, 300, -135.785, 0, 10, 12, 30
121.138, 300, 300, -135.785, 0, 10, 12, 30
121.17, 300, 301, -134.237, 0, 10, 12, 30
121.206, 300, 300, -135.785, 0, 10, 12, 30
121.239, 300, 300, -135.001, 0, 10, 12, 30
121.267, 300, 300, -135.001, 0, 10, 12, 30
121.303, 299, 300, -134.216, 0, 10, 12, 30
121.336, 299, 300, -134.216, 0, 10, 12, 30
121.372, 299, 300, -133.409, 0, 10, 12, 30
121.408, 299, 300, -134.216, 0, 10, 12, 30
121.439, 299, 300, -134.216, 0, 10, 12, 30
121.469, 299, 300, -134.216, 0, 10, 12, 30
121.505, 299, 300, -134.216, 0, 10, 12, 30
121.539, 299, 300, -134.216, 0, 10, 12, 30
121.567, 299, 300, -134.216, 0, 10, 12, 30
121.608, 299, 300, -134.216, 0, 10, 12, 30
121.641, 299, 300, -134.216, 0, 10, 12, 30
121.667, 299, 300, -134.216, 0, 10, 12, 30
121.703, 299, 300, -134.216, 0, 10, 12, 30
121.737, 299, 300, -134.216, 0, 10, 12, 30
121.769, 299, 300, -134.216, 0, 10, 12, 30
121.805, 299, 300, -133.452, 0, 10, 12, 30
121.837, 299, 300, -133.452, 0, 10, 12, 30
121.868, 299, 300, -133.452, 0, 10, 12, 30
121.903, 299, 299, -134.216, 0, 10, 12, 30
121.942, 299, 299, -134.216, 0, 10, 12, 30
121.971, 299, 299, -134.216, 0, 10, 12, 30
122.002, 299, 300, -133.452, 0, 10, 12, 30
122.033, 298, 299, -134.216, 0, 10, 12, 30
122.067, 298, 299, -134.216, 0, 10, 12, 30
122.103, 298, 299, -134.216, 0, 10, 12, 30
122.138, 298, 299, -134.216, 0, 10, 12, 30
122.165, 298, 299, -134.216, 0, 10, 12, 30
122.204, 298, 299, -134.216, 0, 10, 12, 30
122.241, 298, 299, -134.216, 0, 10, 12, 30
122.271, 298, 299, -134.216, 0, 10, 12, 30
122.306, 298, 299, -134.216, 0, 10, 12, 30
122.334, 298, 299, -133.452, 0, 10, 12, 30
122.368, 298, 299, -133.452, 0, 10, 12, 30
122.403, 298, 299, -133.452, 0, 10, 12, 30
122.433, 298, 299, -133.452, 0, 10, 12, 30
122.467, 298, 299, -133.452, 0, 10, 12, 30
122.504, 297, 299, -132.647, 0, 10, 12, 30
122.537, 297, 299, -132.647, 0, 10, 12, 30
122.572, 297, 299, -132.647, 0, 10, 12, 30
122.609, 297, 299, -132.647, 0, 10, 12, 30
122.638, 297, 299, -132.647, 0, 10, 12, 30
122.669, 297, 299, -132.647, 0, 10, 12, 30
122.704, 297, 299, -132.647, 0, 10, 12, 30
122.744, 297, 298, -133.409, 0, 10, 12, 30
122.767, 297, 298, -133.409, 0, 10, 12, 30
122.803, 297, 299, -132.647, 0, 10, 12, 30
122.839, 297, 299, -132.647, 0, 10, 12, 30
122.871, 297, 299, -133.452, 0, 10, 12, 30
122.908, 297, 298, -134.216, 0, 10, 12, 30
122.938, 297, 298, -132.647, 0, 10, 12, 30
122.969, 297, 298, -134.216, 0, 10, 12, 30
123.005, 297, 298, -133.452, 0, 10, 12, 30
123.043, 297, 298, -133.452, 0, 10, 12, 30
123.067, 296, 299, -131.906, 0, 10, 12, 30
123.103, 297, 298, -133.452, 0, 10, 12, 30
123.136, 296, 298, -132.647, 0, 10, 12, 30
123.166, 296, 298, -132.647, 0, 10, 12, 30
123.203, 296, 298, -132.647, 0, 10, 12, 30
123.235, 296, 298, -132.647, 0, 10, 12, 30
123.268, 296, 298, -132.647, 0, 10, 12, 30
123.306, 296, 298, -132.647, 0, 10, 12, 30
123.339, 296, 298, -132.647, 0, 10, 12, 30
123.367, 296, 298, -132.647, 0, 10, 12, 30
123.403, 296, 298, -132.647, 0, 10, 12, 30
123.438, 296, 298, -132.647, 0, 10, 12, 30
123.465, 296, 298, -132.647, 0, 10, 12, 30
123.504, 296, 298, -132.647, 0, 10, 12, 30
123.535, 296, 298, -132.647, 0, 10, 12, 30
123.57, 296, 298, -131.906, 0, 10, 12, 30
123.605, 295, 298, -131.821, 0, 10, 12, 30
123.64, 296, 298, -131.906, 0, 10, 12, 30
123.668, 295, 298, -131.082, 0, 10, 12, 30
123.704, 295, 298, -131.082, 0, 10, 12, 30
123.738, 295, 298, -131.082, 0, 10, 12, 30
123.765, 295, 298, -131.082, 0, 10, 12, 30
123.802, 295, 298, -131.082, 0, 10, 12, 30
123.834, 295, 298, -131.082, 0, 10, 12, 30
123.867, 295, 298, -131.082, 0, 10, 12, 30
123.906, 295, 298, -131.082, 0, 10, 12, 30
123.939, 295, 297, -131.821, 0, 10, 12, 30
123.965, 295, 297, -132.647, 0, 10, 12, 30
124.008, 295, 298, -131.082, 0, 10, 12, 30
124.037, 295, 298, -131.906, 0, 10, 12, 30
124.07, 295, 298, -131.906, 0, 10, 12, 30
124.109, 295, 298, -131.906, 0, 10, 12, 30
124.135, 295, 297, -132.647, 0, 10, 12, 30
124.169, 295, 297, -132.647, 0, 10, 12, 30
124.208, 295, 297, -132.647, 0, 10, 12, 30
124.239, 295, 297, -132.647, 0, 10, 12, 30
124.268, 295, 297, -132.647, 0, 10, 12, 30
124.303, 295, 297, -132.647, 0, 10, 12, 30
124.338, 295, 297, -132.647, 0, 10, 12, 30
124.372, 295, 297, -132.647, 0, 10, 12, 30
124.407, 294, 297, -131.821, 0, 10, 12, 30
124.435, 294, 297, -131.082, 0, 10, 12, 30
124.465, 294, 297, -131.082, 0, 10, 12, 30
124.501, 294, 297, -132.647, 0, 10, 12, 30
124.533, 294, 297, -132.647, 0, 10, 12, 30
124.565, 294, 297, -131.082, 0, 10, 12, 30
124.602, 294, 297, -131.082, 0, 10, 12, 30
124.637, 294, 297, -131.906, 0, 10, 12, 30
124.671, 294, 297, -131.906, 0, 10, 12, 30
124.706, 294, 297, -131.906, 0, 10, 12, 30
124.735, 294, 296, -132.647, 0, 10, 12, 30
124.769, 294, 296, -132.647, 0, 10, 12, 30
