Time[s], x[px], y[px], phi[deg], delta_left, delta_right, omega_left, omega_right, rule_number, desired_course, course_error
3.75176, 93, 255, 16.0393, 0, 0, 0, 0, 3, -0.641943, 16.6812, 
3.78838, 93, 254, 17.9673, 0, 0, 0, 0, 3, -0.641943, 18.6093, 
3.82342, 93, 255, 17.9673, 0, 0, 0, 0, 3, -0.641943, 18.6093, 
3.85658, 93, 255, 17.9673, 0, 0, 0, 0, 3, -0.641943, 18.6093, 
3.88192, 93, 255, 17.9673, 0, 0, 0, 0, 3, -0.641943, 18.6093, 
3.91895, 93, 254, 17.0215, 0, 0, 0, 0, 3, -0.641943, 17.6634, 
3.95189, 93, 255, 17.0215, 0, 0, 0, 0, 3, -0.641943, 17.6634, 
3.98869, 92, 255, 17.0215, 0, 0, 0, 0, 3, -0.641943, 17.6634, 
4.02101, 92, 255, 17.0215, 0, 0, 0, 0, 3, -0.641943, 17.6634, 
4.05361, 92, 255, 17.0215, 0, 0, 0, 0, 3, -0.641943, 17.6634, 
4.08613, 92, 254, 16.7314, 0, 0, 0, 0, 3, -0.64015, 17.3715, 
4.11833, 92, 255, 16.7314, 0, 0, 0, 0, 3, -0.64015, 17.3715, 
4.15157, 92, 255, 16.7314, 0, 0, 0, 0, 3, -0.64015, 17.3715, 
4.1882, 92, 255, 16.7314, 0, 0, 0, 0, 3, -0.64015, 17.3715, 
4.21926, 92, 255, 16.7314, 0, 0, 0, 0, 3, -0.64015, 17.3715, 
4.25384, 92, 254, 17.0176, 0, 0, 0, 0, 3, -0.64015, 17.6578, 
4.2849, 92, 256, 17.0176, 0, 0, 0, 0, 3, -0.64015, 17.6578, 
4.32631, 92, 256, 17.0176, 0, 0, 0, 0, 3, -0.64015, 17.6578, 
4.35045, 92, 255, 17.0176, 0, 0, 0, 0, 3, -0.64015, 17.6578, 
4.38872, 92, 256, 17.0176, 0, 0, 0, 0, 3, -0.64015, 17.6578, 
4.42186, 92, 255, 18.0728, 0, 0, 0, 0, 3, -0.800168, 18.873, 
4.4517, 92, 256, 18.0728, 0, 0, 0, 0, 3, -0.800168, 18.873, 
4.48397, 92, 256, 18.0728, 0, 0, 0, 0, 3, -0.800168, 18.873, 
4.5199, 91, 255, 18.0728, 0, 0, 0, 0, 3, -0.800168, 18.873, 
4.55347, 91, 255, 19.0286, 0, 0, 0, 0, 3, -0.79794, 19.8266, 
4.59006, 92, 256, 19.0286, 0, 0, 0, 0, 3, -0.79794, 19.8266, 
4.61977, 91, 255, 19.0286, 0, 0, 0, 0, 3, -0.79794, 19.8266, 
4.65417, 92, 256, 19.0286, 0, 0, 0, 0, 3, -0.79794, 19.8266, 
4.68642, 91, 255, 19.0286, 0, 0, 0, 0, 3, -0.79794, 19.8266, 
4.72451, 91, 255, 19.0381, 0, 0, 0, 0, 3, -0.79794, 19.836, 
4.75361, 91, 256, 19.0381, 0, 0, 0, 0, 3, -0.79794, 19.836, 
4.78775, 91, 255, 17.874, 0, 0, 0, 0, 3, -0.79794, 18.672, 
4.82209, 91, 255, 17.874, 0, 0, 0, 0, 3, -0.79794, 18.672, 
4.85659, 91, 255, 19.0077, 0, 0, 0, 0, 3, -0.79794, 19.8056, 
4.88565, 91, 255, 19.0077, 0, 0, 0, 0, 3, -0.79794, 19.8056, 
4.91942, 91, 255, 19.0077, 0, 0, 0, 0, 3, -0.79794, 19.8056, 
4.95413, 91, 256, 19.0077, 0, 0, 0, 0, 3, -0.79794, 19.8056, 
4.99005, 91, 255, 19.0077, 0, 0, 0, 0, 3, -0.79794, 19.8056, 
5.02455, 91, 255, 19.4975, 0, 0, 0, 0, 3, -0.79794, 20.2954, 
5.05351, 91, 255, 19.4975, 0, 0, 0, 0, 3, -0.79794, 20.2954, 
5.0853, 91, 255, 19.4975, 0, 0, 0, 0, 3, -0.79794, 20.2954, 
5.12201, 91, 256, 19.4975, 0, 0, 0, 0, 3, -0.79794, 20.2954, 
5.15648, 91, 255, 18.5417, 0, 0, 0, 0, 3, -0.79794, 19.3396, 
5.19242, 91, 256, 18.5417, 0, 0, 0, 0, 3, -0.79794, 19.3396, 
5.22189, 91, 255, 18.5417, 0, 0, 0, 0, 3, -0.79794, 19.3396, 
5.25334, 91, 256, 18.5417, 0, 0, 0, 0, 3, -0.79794, 19.3396, 
5.28836, 90, 256, 18.5417, 0, 0, 0, 0, 3, -0.79794, 19.3396, 
5.32388, 90, 255, 19.2557, 0, 0, 0, 0, 3, -0.795724, 20.0515, 
5.35396, 90, 256, 19.2557, 0, 0, 0, 0, 3, -0.795724, 20.0515, 
5.38734, 90, 255, 20.426, 0, 0, 0, 0, 3, -0.795724, 21.2217, 
5.42151, 91, 256, 20.426, 0, 0, 0, 0, 3, -0.795724, 21.2217, 
5.45629, 90, 255, 18.3177, 0, 0, 0, 0, 3, -0.795724, 19.1134, 
5.48546, 90, 255, 18.3177, 0, 0, 0, 0, 3, -0.795724, 19.1134, 
5.51932, 90, 256, 18.3177, 0, 0, 0, 0, 3, -0.795724, 19.1134, 
5.55384, 90, 256, 18.3177, 0, 0, 0, 0, 3, -0.795724, 19.1134, 
5.58993, 90, 256, 18.3177, 0, 0, 0, 0, 3, -0.795724, 19.1134, 
5.62417, 90, 255, 20.5911, 0, 0, 0, 0, 3, -0.795724, 21.3868, 
5.65575, 90, 256, 20.5911, 0, 0, 0, 0, 3, -0.795724, 21.3868, 
5.68442, 90, 256, 20.5911, 0, 0, 0, 0, 3, -0.795724, 21.3868, 
5.71673, 90, 256, 20.5911, 0, 0, 0, 0, 3, -0.795724, 21.3868, 
5.75612, 90, 255, 20.5561, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.79204, 90, 256, 20.5561, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.81753, 90, 256, 20.5561, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.85028, 90, 256, 20.5561, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.88348, 90, 256, 20.5561, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.9209, 90, 255, 20.556, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.95085, 90, 256, 20.556, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
5.98714, 90, 256, 20.556, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
6.02171, 90, 257, 20.556, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
6.05623, 89, 255, 20.556, 0, 0, 0, 0, 3, -0.795724, 21.3518, 
6.08393, 89, 255, 20.2092, 0, 0, 0, 0, 3, -0.79352, 21.0027, 
6.11961, 89, 256, 20.2092, 0, 0, 0, 0, 3, -0.79352, 21.0027, 
6.15389, 89, 256, 20.2092, 0, 0, 0, 0, 3, -0.79352, 21.0027, 
6.18959, 89, 256, 20.2092, 0, 0, 0, 0, 3, -0.79352, 21.0027, 
6.22368, 89, 256, 20.2092, 0, 0, 0, 0, 3, -0.79352, 21.0027, 
6.25037, 89, 255, 21.0921, 0, 0, 0, 0, 3, -0.79352, 21.8856, 
6.28535, 89, 256, 21.0921, 0, 0, 0, 0, 3, -0.79352, 21.8856, 
6.32343, 90, 256, 21.0921, 0, 0, 0, 0, 3, -0.79352, 21.8856, 
6.35512, 89, 256, 21.0921, 0, 0, 0, 0, 3, -0.79352, 21.8856, 
6.39101, 89, 255, 21.5948, 0, 0, 0, 0, 3, -0.79352, 22.3883, 
6.41887, 90, 255, 21.5948, 0, 0, 0, 0, 3, -0.79352, 22.3883, 
6.45323, 89, 256, 21.5948, 0, 0, 0, 0, 3, -0.79352, 22.3883, 
6.48778, 89, 256, 21.5948, 0, 0, 0, 0, 3, -0.79352, 22.3883, 
6.52267, 89, 255, 21.5948, 0, 0, 0, 0, 3, -0.79352, 22.3883, 
6.55022, 89, 255, 22.7406, 0, 0, 0, 0, 3, -0.79352, 23.5341, 
6.58771, 89, 256, 22.7406, 0, 0, 0, 0, 3, -0.79352, 23.5341, 
6.62072, 89, 255, 21.7098, 0, 0, 0, 0, 3, -0.79352, 22.5034, 
6.65564, 89, 256, 21.7098, 0, 0, 0, 0, 3, -0.79352, 22.5034, 
6.68341, 89, 255, 21.6068, 0, 0, 0, 0, 3, -0.79352, 22.4003, 
6.71895, 89, 256, 21.6068, 0, 0, 0, 0, 3, -0.79352, 22.4003, 
6.75304, 89, 256, 21.6068, 0, 0, 0, 0, 3, -0.79352, 22.4003, 
6.78905, 89, 256, 21.6068, 0, 0, 0, 0, 3, -0.79352, 22.4003, 
6.82186, 89, 256, 21.6068, 0, 0, 0, 0, 3, -0.79352, 22.4003, 
6.84999, 89, 255, 22.9058, 0, 0, 0, 0, 3, -0.79352, 23.6993, 
6.88494, 89, 256, 22.9058, 0, 0, 0, 0, 3, -0.79352, 23.6993, 
6.92152, 89, 256, 22.9058, 0, 0, 0, 0, 3, -0.79352, 23.6993, 
6.95558, 89, 256, 22.9058, 0, 0, 0, 0, 3, -0.79352, 23.6993, 
6.99181, 89, 255, 23.9729, 0, 0, 0, 0, 3, -0.79352, 24.7665, 
7.02012, 89, 256, 23.9729, 0, 0, 0, 0, 3, -0.79352, 24.7665, 
7.05361, 89, 256, 23.9729, 0, 0, 0, 0, 3, -0.79352, 24.7665, 
7.08631, 89, 256, 23.9729, 0, 0, 0, 0, 3, -0.79352, 24.7665, 
7.12005, 89, 256, 23.9729, 0, 0, 0, 0, 3, -0.79352, 24.7665, 
7.14965, 89, 255, 23.0605, 0, 0, 0, 0, 3, -0.79352, 23.854, 
7.18634, 89, 256, 23.0605, 0, 0, 0, 0, 3, -0.79352, 23.854, 
7.22187, 89, 256, 23.0605, 0, 0, 0, 0, 3, -0.79352, 23.854, 
7.25538, 88, 256, 23.0605, 0, 0, 0, 0, 3, -0.79352, 23.854, 
7.28313, 89, 256, 23.0605, 0, 0, 0, 0, 3, -0.79352, 23.854, 
7.3187, 89, 255, 23.1436, 0, 0, 0, 0, 3, -0.79352, 23.9371, 
7.35281, 88, 256, 23.1436, 0, 0, 0, 0, 3, -0.79352, 23.9371, 
7.3891, 88, 256, 23.1436, 0, 0, 0, 0, 3, -0.79352, 23.9371, 
7.42413, 88, 256, 23.1436, 0, 0, 0, 0, 3, -0.79352, 23.9371, 
7.45032, 89, 256, 23.1436, 0, 0, 0, 0, 3, -0.79352, 23.9371, 
7.48397, 88, 255, 25.2712, 0, 0, 0, 0, 3, -0.791328, 26.0625, 
7.52106, 88, 256, 25.2712, 0, 0, 0, 0, 3, -0.791328, 26.0625, 
7.55491, 88, 256, 25.2712, 0, 0, 0, 0, 3, -0.791328, 26.0625, 
7.59043, 89, 256, 25.2712, 0, 0, 0, 0, 3, -0.791328, 26.0625, 
7.61838, 88, 255, 25.4994, 0, 0, 0, 0, 3, -0.791328, 26.2908, 
7.65278, 88, 257, 25.4994, 0, 0, 0, 0, 3, -0.791328, 26.2908, 
7.6872, 88, 256, 25.4994, 0, 0, 0, 0, 3, -0.791328, 26.2908, 
7.722, 88, 256, 25.4994, 0, 0, 0, 0, 3, -0.791328, 26.2908, 
7.74948, 88, 257, 25.4994, 0, 0, 0, 0, 3, -0.791328, 26.2908, 
7.78621, 88, 256, 24.0897, 0, 0, 0, 0, 3, -0.949567, 25.0393, 
7.81921, 88, 256, 24.0897, 0, 0, 0, 0, 3, -0.949567, 25.0393, 
7.855, 88, 256, 24.9842, 0, 0, 0, 0, 3, -0.949567, 25.9338, 
7.88136, 88, 256, 24.9842, 0, 0, 0, 0, 3, -0.949567, 25.9338, 
7.91695, 88, 256, 25.5024, 0, 0, 0, 0, 3, -0.949567, 26.452, 
7.95246, 88, 257, 25.5024, 0, 0, 0, 0, 3, -0.949567, 26.452, 
7.98852, 88, 257, 25.5024, 0, 0, 0, 0, 3, -0.949567, 26.452, 
8.02306, 88, 257, 25.5024, 0, 0, 0, 0, 3, -0.949567, 26.452, 
8.0497, 88, 256, 25.5024, 0, 0, 0, 0, 3, -0.949567, 26.452, 
8.0842, 88, 256, 25.4258, 0, 0, 0, 0, 3, -0.949567, 26.3754, 
8.12091, 88, 256, 25.4258, 0, 0, 0, 0, 3, -0.949567, 26.3754, 
8.15489, 88, 256, 25.4258, 0, 0, 0, 0, 3, -0.949567, 26.3754, 
8.1893, 88, 256, 25.4258, 0, 0, 0, 0, 3, -0.949567, 26.3754, 
8.21817, 88, 256, 25.5598, 0, 0, 0, 0, 3, -0.949567, 26.5094, 
8.25242, 88, 256, 25.5598, 0, 0, 0, 0, 3, -0.949567, 26.5094, 
8.28685, 88, 256, 25.5598, 0, 0, 0, 0, 3, -0.949567, 26.5094, 
8.32153, 88, 256, 25.5598, 0, 0, 0, 0, 3, -0.949567, 26.5094, 
8.34913, 88, 256, 25.5598, 0, 0, 0, 0, 3, -0.949567, 26.5094, 
8.38582, 88, 256, 25.56, 0, 0, 0, 0, 3, -0.949567, 26.5095, 
8.42168, 87, 256, 25.56, 0, 0, 0, 0, 3, -0.949567, 26.5095, 
8.45469, 88, 256, 25.56, 0, 0, 0, 0, 3, -0.949567, 26.5095, 
8.48304, 88, 256, 25.56, 0, 0, 0, 0, 3, -0.949567, 26.5095, 
8.51798, 87, 256, 25.569, 0, 0, 0, 0, 3, -0.946951, 26.516, 
8.55207, 86, 256, 25.569, 0, 0, 0, 0, 3, -0.946951, 26.516, 
8.58818, 87, 256, 25.569, 0, 0, 0, 0, 3, -0.946951, 26.516, 
8.62268, 86, 256, 25.569, 0, 0, 0, 0, 3, -0.946951, 26.516, 
8.64869, 86, 256, 25.569, 0, 0, 0, 0, 3, -0.946951, 26.516, 
8.68408, 86, 256, 26.511, 0, 0, 0, 0, 3, -0.94435, 27.4554, 
8.72029, 86, 256, 26.511, 0, 0, 0, 0, 3, -0.94435, 27.4554, 
8.75459, 87, 257, 26.511, 0, 0, 0, 0, 3, -0.94435, 27.4554, 
8.79046, 87, 257, 26.511, 0, 0, 0, 0, 3, -0.94435, 27.4554, 
8.81663, 86, 256, 27.067, 0, 0, 0, 0, 3, -0.94435, 28.0113, 
8.85207, 86, 256, 27.067, 0, 0, 0, 0, 3, -0.94435, 28.0113, 
8.88643, 87, 257, 27.067, 0, 0, 0, 0, 3, -0.94435, 28.0113, 
8.92037, 86, 256, 27.067, 0, 0, 0, 0, 3, -0.94435, 28.0113, 
8.9488, 87, 256, 27.067, 0, 0, 0, 0, 3, -0.94435, 28.0113, 
8.98576, 86, 256, 27.9268, 0, 0, 0, 0, 3, -0.94435, 28.8711, 
9.02014, 86, 256, 27.9268, 0, 0, 0, 0, 3, -0.94435, 28.8711, 
9.0544, 86, 256, 27.5902, 0, 0, 0, 0, 3, -0.94435, 28.5346, 
9.08143, 86, 256, 27.5902, 0, 0, 0, 0, 3, -0.94435, 28.5346, 
9.11752, 86, 256, 27.5566, 0, 0, 0, 0, 3, -0.94435, 28.5009, 
9.15189, 86, 256, 27.5566, 0, 0, 0, 0, 3, -0.94435, 28.5009, 
9.1841, 86, 256, 27.5566, 0, 0, 0, 0, 3, -0.94435, 28.5009, 
9.21662, 86, 256, 27.5566, 0, 0, 0, 0, 3, -0.94435, 28.5009, 
9.24803, 86, 256, 27.5566, 0, 0, 0, 0, 3, -0.94435, 28.5009, 
9.28257, 86, 256, 28.3372, 0, 0, 0, 0, 3, -0.94435, 29.2816, 
9.31996, 86, 256, 28.3372, 0, 0, 0, 0, 3, -0.94435, 29.2816, 
9.35356, 86, 257, 28.3372, 0, 0, 0, 0, 3, -0.94435, 29.2816, 
9.38943, 86, 257, 28.3372, 0, 0, 0, 0, 3, -0.94435, 29.2816, 
9.41686, 86, 256, 27.1588, 0, 0, 0, 0, 3, -0.94435, 28.1032, 
9.45176, 86, 257, 27.1588, 0, 0, 0, 0, 3, -0.94435, 28.1032, 
9.48332, 86, 257, 27.1588, 0, 0, 0, 0, 3, -0.94435, 28.1032, 
9.52241, 86, 257, 27.1588, 0, 0, 0, 0, 3, -0.94435, 28.1032, 
9.55093, 86, 257, 27.1588, 0, 0, 0, 0, 3, -0.94435, 28.1032, 
9.58509, 86, 256, 27.163, 0, 0, 0, 0, 3, -0.94435, 28.1073, 
9.61982, 86, 256, 27.163, 0, 0, 0, 0, 3, -0.94435, 28.1073, 
9.65409, 86, 256, 27.163, 0, 0, 0, 0, 3, -0.94435, 28.1073, 
9.68028, 86, 257, 27.163, 0, 0, 0, 0, 3, -0.94435, 28.1073, 
9.71716, 86, 256, 27.163, 0, 0, 0, 0, 3, -0.94435, 28.1073, 
9.75152, 86, 256, 28.9473, 0, 0, 0, 0, 3, -0.94435, 29.8916, 
9.78706, 86, 256, 28.9473, 0, 0, 0, 0, 3, -0.94435, 29.8916, 
9.81985, 86, 256, 28.9473, 0, 0, 0, 0, 3, -0.94435, 29.8916, 
9.84758, 86, 256, 28.9473, 0, 0, 0, 0, 3, -0.94435, 29.8916, 
9.88059, 86, 256, 28.9473, 0, 0, 0, 0, 3, -0.94435, 29.8916, 
9.91892, 86, 256, 29.0535, 0, 0, 0, 0, 3, -0.94435, 29.9979, 
9.95398, 86, 256, 29.0535, 0, 0, 0, 0, 3, -0.94435, 29.9979, 
9.98777, 86, 256, 29.0535, 0, 0, 0, 0, 3, -0.94435, 29.9979, 
10.0165, 86, 256, 29.0535, 0, 0, 0, 0, 3, -0.94435, 29.9979, 
10.0517, 86, 256, 29.922, 0, 0, 0, 0, 3, -0.94435, 30.8663, 
10.086, 86, 256, 29.922, 0, 0, 0, 0, 3, -0.94435, 30.8663, 
10.1198, 85, 257, 29.922, 0, 0, 0, 0, 1, -0.94435, 30.8663, 
