Time[s], x[px], y[px], phi[deg], delta_left, delta_right, omega_left, omega_right, rule_number, desired_course, course_error
0.0339859, 579, 266, 0, 6.28, 6.28, 12.56, 12.56, 0, 0, 0, 
0.065419, 521, 239, 157.15, 6.28, 6.28, 12.56, 12.56, 0, 174.806, -17.656, 
0.0993477, 580, 266, 157.15, 6.28, 6.28, 12.56, 12.56, 0, 174.806, -17.656, 
0.132372, 580, 267, 157.15, 6.28, 6.28, 12.56, 12.56, 3, 174.806, -17.656, 
0.166473, 580, 266, 157.15, 6.28, 6.28, 12.56, 12.56, 3, 174.806, -17.656, 
0.204349, 580, 266, 157.15, 6.28, 6.28, 12.56, 12.56, 3, 174.806, -17.656, 
0.230942, 579, 265, 174.534, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.744, 
0.2651, 580, 266, 174.534, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.744, 
0.300705, 580, 266, 174.534, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.744, 
0.33397, 580, 266, 174.534, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.744, 
0.363866, 579, 265, 174.612, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.821, 
0.398852, 580, 266, 174.612, 6.28, 6.28, 12.56, 12.56, 3, -175.21, -349.821, 
0.432079, 580, 266, 174.612, 6.28, 6.28, 12.56, 12.56, 2, -175.21, -349.821, 
0.464666, 580, 266, 174.612, 6.28, 6.28, 12.56, 12.56, 2, -175.21, -349.821, 
0.506333, 580, 267, 174.612, 12, 14, 25, 30, 2, -175.21, -349.821, 
0.533308, 579, 266, 175.577, 12, 14, 25, 30, 2, -174.892, -350.469, 
0.569321, 580, 266, 175.577, 12, 14, 25, 30, 2, -174.892, -350.469, 
0.603867, 579, 266, 174.707, 12, 14, 25, 30, 2, -174.892, -349.599, 
0.638054, 581, 266, 174.707, 12, 14, 25, 30, 2, -174.892, -349.599, 
0.666165, 580, 266, 174.62, 12, 14, 25, 30, 2, -174.92, -349.541, 
0.700561, 582, 266, 174.62, 12, 14, 25, 30, 2, -174.92, -349.541, 
0.735358, 582, 266, 174.62, 12, 14, 25, 30, 2, -174.92, -349.541, 
0.77249, 581, 266, 174.62, 12, 14, 25, 30, 2, -174.92, -349.541, 
0.800346, 582, 266, 174.62, 12, 14, 25, 30, 2, -174.92, -349.541, 
0.830995, 581, 266, 174.709, 12, 14, 25, 30, 2, -174.948, -349.657, 
0.867812, 582, 267, 174.709, 12, 14, 25, 30, 2, -174.948, -349.657, 
0.903161, 582, 266, 174.709, 12, 14, 25, 30, 2, -174.948, -349.657, 
0.937275, 582, 267, 174.709, 12, 0, 25, 12, 2, -174.948, -349.657, 
0.966219, 581, 266, 175.596, 12, 0, 25, 12, 2, -174.948, -350.544, 
0.999171, 582, 266, 175.596, 12, 0, 25, 12, 2, -174.948, -350.544, 
1.03344, 582, 266, 175.596, 12, 0, 25, 12, 2, -174.948, -350.544, 
1.0727, 583, 266, 175.596, 12, 0, 25, 12, 2, -174.948, -350.544, 
1.10539, 583, 266, 175.596, 12, 0, 25, 12, 2, -174.948, -350.544, 
1.13276, 582, 266, 175.658, 12, 0, 25, 12, 2, -174.976, -350.634, 
1.17017, 582, 266, 175.658, 12, 0, 25, 12, 2, -174.976, -350.634, 
1.20304, 583, 266, 175.658, 12, 0, 25, 12, 2, -174.976, -350.634, 
1.2374, 583, 266, 175.658, 12, 0, 25, 12, 2, -174.976, -350.634, 
1.26542, 583, 266, 175.658, 12, 0, 25, 12, 2, -174.976, -350.634, 
1.30042, 582, 266, 174.525, 12, 0, 25, 12, 2, -174.976, -349.501, 
1.335, 584, 266, 174.525, 12, 0, 25, 12, 2, -174.976, -349.501, 
1.36872, 584, 266, 174.525, 12, 0, 25, 12, 2, -174.976, -349.501, 
1.4001, 583, 266, 174.525, 12, 0, 25, 12, 2, -174.976, -349.501, 
1.43209, 583, 266, 174.525, 12, 0, 25, 12, 2, -174.976, -349.501, 
1.46471, 583, 266, 174.619, 12, 0, 25, 12, 2, -175.003, -349.622, 
1.49961, 584, 266, 174.619, 12, 0, 25, 12, 2, -175.003, -349.622, 
1.53173, 584, 266, 174.619, 12, 0, 25, 12, 2, -175.003, -349.622, 
1.56341, 584, 265, 174.619, 12, 0, 25, 12, 2, -175.003, -349.622, 
1.59888, 583, 265, 174.717, 12, 0, 25, 12, 2, -175.314, -350.031, 
1.63193, 584, 266, 174.717, 12, 0, 25, 12, 2, -175.314, -350.031, 
1.66583, 584, 266, 174.717, 12, 0, 25, 12, 2, -175.314, -350.031, 
1.70479, 584, 266, 174.717, 12, 0, 25, 12, 2, -175.314, -350.031, 
1.73259, 584, 265, 174.717, 12, 0, 25, 12, 2, -175.314, -350.031, 
1.76814, 583, 265, 174.612, 12, 0, 25, 12, 2, -175.314, -349.926, 
1.79951, 585, 266, 174.612, 12, 0, 25, 12, 2, -175.314, -349.926, 
1.83258, 584, 265, 174.7, 12, 0, 25, 12, 2, -175.339, -350.04, 
1.86429, 585, 266, 174.7, 12, 0, 25, 12, 2, -175.339, -350.04, 
1.90052, 584, 265, 173.764, 12, 0, 25, 12, 2, -175.339, -349.103, 
1.93484, 585, 266, 173.764, 12, 0, 25, 12, 2, -175.339, -349.103, 
1.96978, 585, 266, 173.764, 12, 0, 25, 12, 2, -175.339, -349.103, 
2.00525, 585, 266, 173.764, 12, 0, 25, 12, 2, -175.339, -349.103, 
2.03171, 586, 266, 173.764, 12, 0, 25, 12, 2, -175.339, -349.103, 
2.06401, 585, 265, 174.595, 12, 0, 25, 12, 2, -175.365, -349.96, 
2.10015, 586, 266, 174.595, 12, 0, 25, 12, 2, -175.365, -349.96, 
2.13358, 585, 265, 174.595, 12, 0, 25, 12, 2, -175.365, -349.96, 
2.16999, 586, 266, 174.595, 12, 0, 25, 12, 2, -175.365, -349.96, 
2.19861, 585, 265, 174.499, 12, 0, 25, 12, 2, -175.365, -349.864, 
2.23171, 586, 266, 174.499, 12, 0, 25, 12, 2, -175.365, -349.864, 
2.26435, 586, 266, 174.499, 12, 0, 25, 12, 2, -175.365, -349.864, 
2.30276, 587, 266, 174.499, 12, 0, 25, 12, 2, -175.365, -349.864, 
2.33222, 586, 266, 174.499, 12, 0, 25, 12, 2, -175.365, -349.864, 
2.36754, 585, 265, 173.561, 12, 0, 25, 12, 2, -175.365, -348.926, 
2.39951, 587, 266, 173.561, 12, 0, 25, 12, 2, -175.365, -348.926, 
2.43192, 587, 266, 173.561, 12, 0, 25, 12, 2, -175.365, -348.926, 
2.46334, 587, 266, 173.561, 12, 0, 25, 12, 2, -175.365, -348.926, 
2.50084, 586, 265, 173.553, 12, 0, 25, 12, 2, -175.389, -348.942, 
2.53523, 587, 266, 173.553, 12, 0, 25, 12, 2, -175.389, -348.942, 
2.57002, 587, 266, 173.553, 12, 0, 25, 12, 2, -175.389, -348.942, 
2.60056, 587, 266, 173.553, 12, 0, 25, 12, 2, -175.389, -348.942, 
2.6315, 587, 266, 173.553, 12, 0, 25, 12, 2, -175.389, -348.942, 
2.66489, 586, 265, 173.638, 12, 0, 25, 12, 2, -175.389, -349.027, 
2.70464, 587, 266, 173.638, 12, 0, 25, 12, 2, -175.389, -349.027, 
2.73615, 587, 266, 173.638, 12, 0, 25, 12, 2, -175.389, -349.027, 
2.76446, 587, 266, 173.638, 12, 0, 25, 12, 2, -175.389, -349.027, 
2.79873, 586, 265, 173.541, 12, 0, 25, 12, 2, -175.389, -348.931, 
2.83217, 587, 265, 173.541, 12, 0, 25, 12, 2, -175.389, -348.931, 
2.86609, 587, 265, 173.541, 12, 0, 25, 12, 2, -175.389, -348.931, 
2.89934, 588, 265, 173.541, 12, 0, 25, 12, 2, -175.389, -348.931, 
2.93096, 588, 266, 173.541, 12, 0, 25, 12, 2, -175.389, -348.931, 
2.96421, 587, 265, 173.552, 12, 0, 25, 12, 2, -175.414, -348.966, 
3.00085, 589, 266, 173.552, 12, 0, 25, 12, 2, -175.414, -348.966, 
3.03654, 588, 265, 174.594, 12, 0, 25, 12, 2, -175.438, -350.032, 
3.06423, 589, 266, 174.594, 12, 0, 25, 12, 2, -175.438, -350.032, 
3.09877, 588, 265, 174.698, 12, 0, 25, 12, 2, -175.438, -350.137, 
3.13144, 589, 266, 174.698, 12, 0, 25, 12, 2, -175.438, -350.137, 
3.16443, 588, 265, 174.698, 12, 0, 25, 12, 2, -175.438, -350.137, 
3.1992, 589, 266, 174.698, 12, 0, 25, 12, 2, -175.438, -350.137, 
3.2309, 589, 266, 174.698, 12, 0, 25, 12, 2, -175.438, -350.137, 
3.26458, 588, 265, 173.563, 12, 0, 25, 12, 2, -175.438, -349.002, 
3.30227, 590, 266, 173.563, 12, 0, 25, 12, 2, -175.438, -349.002, 
3.33749, 589, 265, 173.563, 12, 0, 25, 12, 2, -175.438, -349.002, 
3.36447, 589, 266, 173.563, 12, 0, 25, 12, 2, -175.438, -349.002, 
3.39866, 589, 265, 173.648, 12, 0, 25, 12, 2, -175.462, -349.11, 
3.43206, 590, 266, 173.648, 12, 0, 25, 12, 2, -175.462, -349.11, 
3.46539, 590, 265, 173.648, 12, 0, 25, 12, 2, -175.462, -349.11, 
3.49983, 590, 266, 173.648, 12, 0, 25, 12, 2, -175.462, -349.11, 
3.53182, 590, 266, 173.648, 12, 0, 25, 12, 2, -175.462, -349.11, 
3.5649, 589, 265, 174.605, 12, 0, 25, 12, 2, -175.462, -350.067, 
3.6033, 590, 266, 174.605, 12, 0, 25, 12, 2, -175.462, -350.067, 
3.63786, 590, 266, 174.605, 12, 0, 25, 12, 2, -175.462, -350.067, 
3.6653, 591, 266, 174.605, 12, 0, 25, 12, 2, -175.462, -350.067, 
3.69883, 591, 266, 174.605, 12, 0, 25, 12, 2, -175.462, -350.067, 
3.73177, 590, 265, 173.851, 12, 0, 25, 12, 2, -175.486, -349.337, 
3.76465, 591, 265, 173.851, 12, 0, 25, 12, 2, -175.486, -349.337, 
3.80284, 591, 265, 173.851, 12, 0, 25, 12, 2, -175.486, -349.337, 
3.83078, 591, 265, 173.851, 12, 0, 25, 12, 2, -175.486, -349.337, 
3.86353, 591, 265, 173.851, 12, 0, 25, 12, 2, -175.486, -349.337, 
3.90006, 590, 265, 174.612, 12, 0, 25, 12, 2, -175.486, -350.098, 
3.93332, 591, 265, 174.612, 12, 0, 25, 12, 2, -175.486, -350.098, 
3.96436, 591, 266, 174.612, 12, 0, 25, 12, 2, -175.486, -350.098, 
3.99915, 591, 265, 174.612, 12, 0, 25, 12, 2, -175.486, -350.098, 
4.03201, 590, 265, 172.786, 12, 0, 25, 12, 2, -175.486, -348.272, 
4.06514, 592, 266, 172.786, 12, 0, 25, 12, 2, -175.486, -348.272, 
4.09955, 592, 266, 172.786, 12, 0, 25, 12, 2, -175.486, -348.272, 
4.13069, 592, 266, 172.786, 12, 0, 25, 12, 2, -175.486, -348.272, 
4.16438, 592, 265, 172.786, 12, 0, 25, 12, 2, -175.486, -348.272, 
4.20289, 591, 265, 172.71, 12, 0, 25, 12, 2, -175.51, -348.219, 
4.23867, 592, 266, 172.71, 12, 0, 25, 12, 2, -175.51, -348.219, 
4.26227, 591, 265, 173.458, 12, 0, 25, 12, 2, -175.51, -348.968, 
4.30094, 592, 266, 173.458, 12, 0, 25, 12, 2, -175.51, -348.968, 
4.33487, 591, 265, 173.533, 12, 0, 25, 12, 2, -175.51, -349.042, 
4.36975, 593, 266, 173.533, 12, 0, 25, 12, 2, -175.51, -349.042, 
4.39995, 593, 266, 173.533, 12, 0, 25, 12, 2, -175.51, -349.042, 
4.43169, 593, 266, 173.533, 12, 0, 25, 12, 2, -175.51, -349.042, 
4.46496, 592, 265, 173.533, 12, 0, 25, 12, 2, -175.51, -349.042, 
4.50276, 592, 265, 173.552, 12, 0, 25, 12, 2, -175.533, -349.085, 
4.53727, 593, 265, 173.552, 12, 0, 25, 12, 2, -175.533, -349.085, 
4.56363, 593, 266, 173.552, 12, 0, 25, 12, 2, -175.533, -349.085, 
4.5987, 593, 265, 173.552, 12, 0, 25, 12, 2, -175.533, -349.085, 
4.63199, 592, 265, 174.688, 12, 0, 25, 12, 2, -175.533, -350.221, 
4.66622, 593, 265, 174.688, 12, 0, 25, 12, 2, -175.533, -350.221, 
4.69942, 594, 266, 174.688, 12, 0, 25, 12, 2, -175.533, -350.221, 
4.73069, 594, 266, 174.688, 12, 0, 25, 12, 2, -175.533, -350.221, 
4.76435, 594, 266, 174.688, 12, 0, 25, 12, 2, -175.533, -350.221, 
4.80158, 593, 265, 173.756, 12, 0, 25, 12, 2, -175.556, -349.312, 
4.83635, 594, 265, 173.756, 12, 0, 25, 12, 2, -175.556, -349.312, 
4.86387, 593, 265, 174.614, 12, 0, 25, 12, 2, -175.556, -350.17, 
4.90054, 594, 265, 174.614, 12, 0, 25, 12, 2, -175.556, -350.17, 
4.935, 593, 265, 174.611, 12, 0, 25, 12, 2, -175.556, -350.167, 
4.96934, 595, 266, 174.611, 12, 0, 25, 12, 2, -175.556, -350.167, 
4.99963, 595, 266, 174.611, 12, 0, 25, 12, 2, -175.556, -350.167, 
5.03082, 595, 266, 174.611, 12, 0, 25, 12, 2, -175.556, -350.167, 
5.06481, 595, 266, 174.611, 12, 0, 25, 12, 2, -175.556, -350.167, 
5.10262, 594, 265, 173.859, 12, 0, 25, 12, 2, -175.579, -349.437, 
5.13738, 595, 266, 173.859, 12, 0, 25, 12, 2, -175.579, -349.437, 
5.1638, 595, 265, 173.859, 12, 0, 25, 12, 2, -175.579, -349.437, 
5.19878, 595, 265, 173.859, 12, 0, 25, 12, 2, -175.579, -349.437, 
5.23551, 594, 265, 173.543, 12, 0, 25, 12, 2, -175.579, -349.121, 
5.26715, 596, 265, 173.543, 12, 0, 25, 12, 2, -175.579, -349.121, 
5.30493, 596, 265, 173.543, 12, 0, 25, 12, 2, -175.579, -349.121, 
5.33179, 596, 266, 173.543, 12, 0, 25, 12, 2, -175.579, -349.121, 
5.36729, 596, 265, 173.543, 12, 0, 25, 12, 2, -175.579, -349.121, 
5.40317, 595, 265, 173.753, 12, 0, 25, 12, 2, -175.601, -349.354, 
5.43786, 596, 265, 173.753, 12, 0, 25, 12, 2, -175.601, -349.354, 
5.46457, 595, 265, 172.604, 12, 0, 25, 12, 2, -175.601, -348.205, 
5.50251, 596, 265, 172.604, 12, 0, 25, 12, 2, -175.601, -348.205, 
5.53497, 595, 265, 172.613, 12, 0, 25, 12, 2, -175.601, -348.214, 
5.56938, 596, 265, 172.613, 12, 0, 25, 12, 2, -175.601, -348.214, 
5.60582, 596, 266, 172.613, 12, 0, 25, 12, 2, -175.601, -348.214, 
5.63233, 596, 266, 172.613, 12, 0, 25, 12, 2, -175.601, -348.214, 
5.66672, 596, 266, 172.613, 12, 0, 25, 12, 2, -175.601, -348.214, 
5.70672, 595, 265, 173.628, 12, 0, 25, 12, 2, -175.601, -349.229, 
5.73823, 596, 265, 173.628, 12, 0, 25, 12, 2, -175.601, -349.229, 
5.7639, 596, 264, 173.628, 12, 0, 25, 12, 2, -175.601, -349.229, 
5.80623, 597, 265, 173.628, 12, 0, 25, 12, 2, -175.601, -349.229, 
5.83516, 596, 264, 172.506, 12, 0, 25, 12, 2, -175.914, -348.42, 
5.86942, 597, 266, 172.506, 12, 0, 25, 12, 2, -175.914, -348.42, 
5.90541, 598, 266, 172.506, 12, 0, 25, 12, 2, -175.914, -348.42, 
5.93254, 597, 265, 172.506, 12, 0, 25, 12, 2, -175.914, -348.42, 
5.96688, 597, 265, 172.506, 12, 0, 25, 12, 2, -175.914, -348.42, 
6.00462, 596, 265, 173.542, 12, 0, 25, 12, 2, -175.624, -349.165, 
6.03822, 598, 265, 173.542, 12, 0, 25, 12, 2, -175.624, -349.165, 
6.06359, 598, 265, 173.542, 12, 0, 25, 12, 2, -175.624, -349.165, 
6.10744, 598, 265, 173.542, 12, 0, 25, 12, 2, -175.624, -349.165, 
6.13002, 598, 265, 173.542, 12, 0, 25, 12, 2, -175.624, -349.165, 
6.16901, 597, 265, 173.458, 12, 0, 25, 12, 2, -175.646, -349.104, 
6.20454, 598, 265, 173.458, 12, 0, 25, 12, 2, -175.646, -349.104, 
6.23138, 598, 265, 173.458, 12, 0, 25, 12, 2, -175.646, -349.104, 
6.267, 599, 266, 173.458, 12, 0, 25, 12, 2, -175.646, -349.104, 
6.3058, 598, 265, 173.458, 12, 0, 25, 12, 2, -175.646, -349.104, 
6.33587, 597, 265, 173.54, 12, 0, 25, 12, 2, -175.646, -349.186, 
6.36383, 599, 265, 173.54, 12, 0, 25, 12, 2, -175.646, -349.186, 
6.40304, 599, 265, 173.54, 12, 0, 25, 12, 2, -175.646, -349.186, 
6.43471, 599, 265, 173.54, 12, 0, 25, 12, 2, -175.646, -349.186, 
6.46934, 598, 265, 173.66, 12, 0, 25, 12, 2, -175.668, -349.327, 
6.50625, 599, 265, 173.66, 12, 0, 25, 12, 2, -175.668, -349.327, 
6.53247, 599, 265, 173.66, 12, 0, 25, 12, 2, -175.668, -349.327, 
6.56709, 599, 265, 173.66, 12, 0, 25, 12, 2, -175.668, -349.327, 
6.60566, 599, 265, 173.66, 12, 0, 25, 12, 2, -175.668, -349.327, 
6.63707, 598, 265, 174.516, 12, 0, 25, 12, 2, -175.668, -350.183, 
6.66542, 600, 266, 174.516, 12, 0, 25, 12, 2, -175.668, -350.183, 
6.70099, 599, 265, 175.639, 12, 0, 25, 12, 2, -175.689, -351.328, 
6.73597, 600, 265, 175.639, 12, 0, 25, 12, 2, -175.689, -351.328, 
6.76705, 599, 265, 173.858, 12, 0, 25, 12, 2, -175.689, -349.547, 
6.8061, 600, 265, 173.858, 12, 0, 25, 12, 2, -175.689, -349.547, 
6.83106, 600, 265, 173.858, 12, 0, 25, 12, 2, -175.689, -349.547, 
6.86501, 600, 265, 173.858, 12, 0, 25, 12, 2, -175.689, -349.547, 
6.90098, 600, 264, 173.858, 12, 0, 25, 12, 2, -175.689, -349.547, 
6.93622, 599, 264, 172.815, 12, 0, 25, 12, 2, -175.976, -348.791, 
6.96398, 600, 265, 172.815, 12, 0, 25, 12, 2, -175.976, -348.791, 
7.00079, 601, 265, 172.815, 12, 0, 25, 12, 2, -175.976, -348.791, 
7.03481, 601, 265, 172.815, 12, 0, 25, 12, 2, -175.976, -348.791, 
7.06959, 600, 264, 174.698, 12, 0, 25, 12, 2, -175.996, -350.693, 
7.10255, 601, 265, 174.698, 12, 0, 25, 12, 2, -175.996, -350.693, 
7.13322, 601, 265, 174.698, 12, 0, 25, 12, 2, -175.996, -350.693, 
7.16787, 601, 265, 174.698, 12, 0, 25, 12, 2, -175.996, -350.693, 
7.20407, 601, 265, 174.698, 12, 0, 25, 12, 2, -175.996, -350.693, 
7.23183, 600, 264, 172.605, 12, 0, 25, 12, 2, -175.996, -348.601, 
7.26274, 601, 265, 172.605, 12, 0, 25, 12, 2, -175.996, -348.601, 
7.29922, 602, 265, 172.605, 12, 0, 25, 12, 2, -175.996, -348.601, 
7.3328, 602, 265, 172.605, 12, 0, 25, 12, 2, -175.996, -348.601, 
7.36843, 601, 264, 173.658, 12, 0, 25, 12, 2, -176.016, -349.673, 
7.405, 601, 265, 173.658, 12, 0, 25, 12, 2, -176.016, -349.673, 
7.43131, 601, 265, 173.658, 12, 0, 25, 12, 2, -176.016, -349.673, 
7.46343, 602, 265, 173.658, 12, 0, 25, 12, 2, -176.016, -349.673, 
7.50091, 602, 265, 173.658, 12, 0, 25, 12, 2, -176.016, -349.673, 
7.53584, 601, 264, 173.649, 12, 0, 25, 12, 2, -176.016, -349.665, 
7.56413, 602, 265, 173.649, 12, 0, 25, 12, 2, -176.016, -349.665, 
7.60543, 602, 265, 173.649, 12, 0, 25, 12, 2, -176.016, -349.665, 
7.63008, 602, 265, 173.649, 12, 0, 25, 12, 2, -176.016, -349.665, 
7.66845, 601, 264, 173.66, 12, 0, 25, 12, 2, -176.016, -349.675, 
7.70475, 602, 265, 173.66, 12, 0, 25, 12, 2, -176.016, -349.675, 
7.73162, 602, 265, 173.66, 12, 0, 25, 12, 2, -176.016, -349.675, 
7.76708, 602, 265, 173.66, 12, 0, 25, 12, 2, -176.016, -349.675, 
7.79953, 603, 265, 173.66, 12, 0, 25, 12, 2, -176.016, -349.675, 
7.83343, 602, 264, 174.605, 12, 0, 25, 12, 2, -176.035, -350.64, 
7.86568, 603, 265, 174.605, 12, 0, 25, 12, 2, -176.035, -350.64, 
7.90141, 602, 264, 173.648, 12, 0, 25, 12, 2, -176.035, -349.683, 
7.93145, 603, 265, 173.648, 12, 0, 25, 12, 2, -176.035, -349.683, 
7.96364, 602, 264, 173.552, 12, 0, 25, 12, 2, -176.035, -349.587, 
8.00072, 604, 265, 173.552, 12, 0, 25, 12, 2, -176.035, -349.587, 
8.03125, 604, 265, 173.552, 12, 0, 25, 12, 2, -176.035, -349.587, 
8.06696, 604, 264, 173.552, 12, 0, 25, 12, 2, -176.035, -349.587, 
8.10329, 604, 264, 173.552, 12, 0, 25, 12, 2, -176.035, -349.587, 
8.13725, 603, 264, 172.717, 12, 0, 25, 12, 2, -176.055, -348.772, 
8.1656, 604, 265, 172.717, 12, 0, 25, 12, 2, -176.055, -348.772, 
8.20063, 603, 265, 172.717, 12, 0, 25, 12, 2, -176.055, -348.772, 
8.23135, 604, 265, 172.717, 12, 0, 25, 12, 2, -176.055, -348.772, 
8.26382, 603, 264, 174.593, 12, 0, 25, 12, 2, -176.055, -350.648, 
8.3004, 603, 265, 174.593, 12, 0, 25, 12, 2, -176.055, -350.648, 
8.33051, 604, 265, 174.593, 12, 0, 25, 12, 2, -176.055, -350.648, 
8.36359, 604, 265, 174.593, 12, 0, 25, 12, 2, -176.055, -350.648, 
8.40091, 604, 265, 174.593, 12, 0, 25, 12, 2, -176.055, -350.648, 
8.4313, 603, 264, 173.541, 12, 0, 25, 12, 2, -176.055, -349.595, 
8.46309, 605, 265, 173.541, 12, 0, 25, 12, 2, -176.055, -349.595, 
8.49982, 605, 265, 173.541, 12, 0, 25, 12, 2, -176.055, -349.595, 
8.53139, 605, 264, 173.541, 12, 0, 25, 12, 2, -176.055, -349.595, 
8.56412, 605, 264, 173.541, 12, 0, 25, 12, 2, -176.055, -349.595, 
8.60195, 604, 264, 172.717, 12, 0, 25, 12, 2, -176.074, -348.791, 
8.63086, 605, 265, 172.717, 12, 0, 25, 12, 2, -176.074, -348.791, 
8.66413, 605, 265, 172.717, 12, 0, 25, 12, 2, -176.074, -348.791, 
8.70122, 605, 265, 172.717, 12, 0, 25, 12, 2, -176.074, -348.791, 
8.73133, 606, 265, 172.717, 12, 0, 25, 12, 2, -176.074, -348.791, 
8.76287, 605, 264, 173.64, 12, 0, 25, 12, 2, -176.093, -349.733, 
8.79924, 606, 265, 173.64, 12, 0, 25, 12, 2, -176.093, -349.733, 
8.8314, 606, 265, 173.64, 12, 0, 25, 12, 2, -176.093, -349.733, 
8.86375, 606, 264, 173.64, 12, 0, 25, 12, 2, -176.093, -349.733, 
8.90085, 605, 264, 172.719, 12, 0, 25, 12, 2, -176.093, -348.812, 
8.9347, 606, 264, 172.719, 12, 0, 25, 12, 2, -176.093, -348.812, 
8.96736, 606, 265, 172.719, 12, 0, 25, 12, 2, -176.093, -348.812, 
9.00311, 606, 265, 172.719, 12, 0, 25, 12, 2, -176.093, -348.812, 
9.03151, 606, 264, 172.719, 12, 0, 25, 12, 2, -176.093, -348.812, 
9.06267, 605, 264, 172.491, 12, 0, 25, 12, 2, -176.093, -348.584, 
9.09881, 606, 265, 172.491, 12, 0, 25, 12, 2, -176.093, -348.584, 
9.13301, 605, 264, 173.436, 12, 0, 25, 12, 2, -176.093, -349.529, 
9.16333, 606, 264, 173.436, 12, 0, 25, 12, 2, -176.093, -349.529, 
9.19961, 605, 264, 172.572, 12, 0, 25, 12, 2, -176.093, -348.665, 
9.23128, 606, 265, 172.572, 12, 0, 25, 12, 2, -176.093, -348.665, 
9.26588, 607, 265, 172.572, 12, 0, 25, 12, 2, -176.093, -348.665, 
9.30313, 607, 265, 172.572, 12, 0, 25, 12, 2, -176.093, -348.665, 
9.33161, 607, 265, 172.572, 12, 0, 25, 12, 2, -176.093, -348.665, 
9.36322, 606, 264, 173.531, 12, 0, 25, 12, 2, -176.112, -349.644, 
9.39944, 607, 264, 173.531, 12, 0, 25, 12, 2, -176.112, -349.644, 
9.43488, 607, 264, 173.531, 12, 0, 25, 12, 2, -176.112, -349.644, 
9.46919, 608, 265, 173.531, 12, 0, 25, 12, 2, -176.112, -349.644, 
9.49931, 607, 264, 173.543, 12, 0, 25, 12, 2, -176.131, -349.673, 
9.53283, 608, 264, 173.543, 12, 0, 25, 12, 2, -176.131, -349.673, 
9.56554, 608, 264, 173.543, 12, 0, 25, 12, 2, -176.131, -349.673, 
9.60258, 608, 263, 173.543, 12, 0, 25, 12, 2, -176.131, -349.673, 
9.63142, 608, 265, 173.543, 12, 0, 25, 12, 2, -176.131, -349.673, 
9.66338, 607, 264, 173.458, 12, 0, 25, 12, 2, -176.131, -349.589, 
9.69965, 608, 264, 173.458, 12, 0, 25, 12, 2, -176.131, -349.589, 
9.73682, 608, 264, 173.458, 12, 0, 25, 12, 2, -176.131, -349.589, 
9.7678, 608, 265, 173.458, 12, 0, 25, 12, 2, -176.131, -349.589, 
9.80487, 609, 265, 173.458, 12, 0, 25, 12, 2, -176.131, -349.589, 
9.83163, 608, 264, 173.551, 12, 0, 25, 12, 2, -176.149, -349.701, 
9.86337, 608, 264, 173.551, 12, 0, 25, 12, 2, -176.149, -349.701, 
9.90039, 609, 264, 173.551, 12, 0, 25, 12, 2, -176.149, -349.701, 
9.93333, 609, 264, 173.551, 12, 0, 25, 12, 2, -176.149, -349.701, 
9.96439, 609, 264, 173.551, 12, 0, 25, 12, 2, -176.149, -349.701, 
10.0005, 608, 264, 172.611, 12, 0, 25, 12, 2, -176.149, -348.76, 
10.0313, 609, 264, 172.611, 12, 0, 25, 12, 2, -176.149, -348.76, 
10.0636, 609, 264, 172.611, 12, 0, 25, 12, 2, -176.149, -348.76, 
10.1015, 609, 264, 172.611, 12, 0, 25, 12, 2, -176.149, -348.76, 
10.1319, 608, 264, 171.408, 12, 0, 25, 12, 2, -176.149, -347.557, 
10.1637, 610, 264, 171.408, 12, 0, 25, 12, 2, -176.149, -347.557, 
10.201, 610, 265, 171.408, 12, 0, 25, 12, 2, -176.149, -347.557, 
10.2317, 610, 264, 171.408, 12, 0, 25, 12, 2, -176.149, -347.557, 
17.235, 603, 265, 171.408, 12, 0, 25, 12, 2, -176.149, -347.557, 
17.2721, 603, 264, 177.211, 12, 0, 25, 12, 2, -176.055, -353.265, 
17.2989, 602, 267, 177.211, 12, 0, 25, 12, 2, -176.055, -353.265, 
17.3308, 602, 266, 179.721, 12, 0, 25, 12, 2, -175.471, -355.192, 
17.3671, 600, 266, 179.721, 12, 0, 25, 12, 2, -175.471, -355.192, 
17.4007, 600, 266, 177.11, 12, 0, 25, 12, 2, -175.426, -352.536, 
17.4366, 598, 266, 177.11, 12, 0, 25, 12, 2, -175.426, -352.536, 
17.4655, 597, 266, 177.11, 12, 0, 25, 12, 2, -175.426, -352.536, 
17.5008, 597, 268, 177.11, 12, 0, 25, 12, 2, -175.426, -352.536, 
17.5348, 596, 268, 177.11, 12, 0, 25, 12, 2, -175.426, -352.536, 
17.57, 596, 267, 179.78, 12, 0, 25, 12, 2, -175.043, -354.823, 
17.6043, 594, 268, 179.78, 12, 0, 25, 12, 2, -175.043, -354.823, 
17.6322, 593, 268, 179.78, 12, 0, 25, 12, 2, -175.043, -354.823, 
17.6682, 593, 268, 179.78, 12, 0, 25, 12, 2, -175.043, -354.823, 
17.6991, 593, 267, 178.94, 12, 0, 25, 12, 2, -174.966, -353.906, 
